17, -3, -1, -1, 0, -1, -1, -5, 11, 7, 16, [L6106144r, 17, -3, -1, -1, 0, -1, -1, -5, 11, 7, 16, [L6106144r, 
-10, -10, 4, -1, -2, -2, -2, -1, 11, 7, 16, [L6106144r, -10, -10, 4, -1, -2, -2, -2, -1, 11, 7, 16, [L6106144r, 
-9, -64, 6, -3, 0, -2, -1, 3, 11, 7, 16, [L6106144r, -9, -64, 6, -3, 0, -2, -1, 3, 11, 7, 16, [L6106144r, 
-15, -27, -5, -2, 0, 0, -2, 2, 10, 8, 0, [L6106144r, -15, -27, -5, -2, 0, 0, -2, 2, 10, 8, 0, [L6106144r, 
1, 0, 2, 3, -1, -1, 2, -1, 11, 7, 16, [L6106144r, 1, 0, 2, 3, -1, -1, 2, -1, 11, 7, 16, [L6106144r, 
6, -14, -8, -4, -2, -1, 0, 0, 11, 7, 16, [L6106144r, 6, -14, -8, -4, -2, -1, 0, 0, 11, 7, 16, [L6106144r, 
-6, 7, -2, 1, -3, -1, -3, -1, 11, 7, 16, [L6106144r, -6, 7, -2, 1, -3, -1, -3, -1, 11, 7, 16, [L6106144r, 
-2, 0, 0, -10, 9, 1, -2, -1, 11, 7, 16, [L6106144r, -2, 0, 0, -10, 9, 1, -2, -1, 11, 7, 16, [L6106144r, 
0, 0, 2, 10, -2, 2, -1, -1, 11, 7, 16, [L6106144r, 0, 0, 2, 10, -2, 2, -1, -1, 11, 7, 16, [L6106144r, 
-1, 3, 14, 9, -7, 0, -1, -3, 11, 7, 16, [L6106144r, -1, 3, 14, 9, -7, 0, -1, -3, 11, 7, 16, [L6106144r, 
0, 3, 9, -2, 4, -3, -1, 0, 11, 7, 17, [L6106144r, 0, 3, 9, -2, 4, -3, -1, 0, 11, 7, 17, [L6106144r, 
-1, 0, -2, 35, -35, -1, 3, 1, 11, 7, 17, [L6106144r, -1, 0, -2, 35, -35, -1, 3, 1, 11, 7, 17, [L6106144r, 
-5, -19, 3, 5, 0, 0, -2, -3, 11, 7, 17, [L6106144r, -5, -19, 3, 5, 0, 0, -2, -3, 11, 7, 17, [L6106144r, 
-10, 61, -11, 13, -1, -3, -3, -5, 11, 7, 17, [L6106144r, -10, 61, -11, 13, -1, -3, -3, -5, 11, 7, 17, [L6106144r, 
-1, 7, 23, 23, 2, 2, 0, -1, 11, 7, 17, [L6106144r, -1, 7, 23, 23, 2, 2, 0, -1, 11, 7, 17, [L6106144r, 
-3, -8, -5, -25, -3, -1, 1, 4, 10, 8, 0, [L6106144r, -3, -8, -5, -25, -3, -1, 1, 4, 10, 8, 0, [L6106144r, 
-4, -12, -13, 1, -10, -3, -4, -4, 11, 7, 17, [L6106144r, -4, -12, -13, 1, -10, -3, -4, -4, 11, 7, 17, [L6106144r, 
-42, -7, -127, -1, 0, -3, -4, -10, 10, 8, 0, [L6106144r, -42, -7, -127, -1, 0, -3, -4, -10, 10, 8, 0, [L6106144r, 
2, 9, -4, -14, -30, -8, 3, 3, 10, 8, 0, [L6106144r, 2, 9, -4, -14, -30, -8, 3, 3, 10, 8, 0, [L6106144r, 
-14, -29, -71, 67, 62, -4, -13, -12, 10, 8, 0, [L6106144r, -14, -29, -71, 67, 62, -4, -13, -12, 10, 8, 0, [L6106144r, 
-4, -20, -91, -35, -4, -1, 0, -1, 10, 8, 0, [L6106144r, -4, -20, -91, -35, -4, -1, 0, -1, 10, 8, 0, [L6106144r, 
-5, -15, -41, -50, -85, -3, -4, -5, 10, 8, 0, [L6106144r, -5, -15, -41, -50, -85, -3, -4, -5, 10, 8, 0, [L6106144r, 
27, -28, -25, 3, 2, 0, 2, 8, 11, 7, 17, [L6106144r, 27, -28, -25, 3, 2, 0, 2, 8, 11, 7, 17, [L6106144r, 
3, 1, 1, -93, 2, -3, -2, 0, 10, 8, 1, [L6106144r, 3, 1, 1, -93, 2, -3, -2, 0, 10, 8, 1, [L6106144r, 
1, 2, 13, -5, 4, 1, -2, -4, 10, 8, 1, [L6106144r, 1, 2, 13, -5, 4, 1, -2, -4, 10, 8, 1, [L6106144r, 
-9, 2, -15, 3, 3, 0, -8, -37, 10, 8, 1, [L6106144r, -9, 2, -15, 3, 3, 0, -8, -37, 10, 8, 1, [L6106144r, 
-4, -2, 3, 4, -1, 2, -9, -2, 11, 7, 17, [L6106144r, -4, -2, 3, 4, -1, 2, -9, -2, 11, 7, 17, [L6106144r, 
-4, -3, -14, -2, -6, 65, 28, 58, 10, 8, 1, [L6106144r, -4, -3, -14, -2, -6, 65, 28, 58, 10, 8, 1, [L6106144r, 
22, 15, 8, 14, 26, 41, 56, 16, 10, 8, 1, [L6106144r, 22, 15, 8, 14, 26, 41, 56, 16, 10, 8, 1, [L6106144r, 
4, 15, 25, 13, 5, 89, 41, -3, 10, 8, 1, [L6106144r, 4, 15, 25, 13, 5, 89, 41, -3, 10, 8, 1, [L6106144r, 
1, -4, -8, -5, -3, -8, -9, -1, 9, 8, 1, [L6106144r, 1, -4, -8, -5, -3, -8, -9, -1, 9, 8, 1, [L6106144r, 
-5, -1, -5, -6, -7, -5, 4, -3, 11, 8, 17, [L6106144r, -5, -1, -5, -6, -7, -5, 4, -3, 11, 8, 17, [L6106144r, 
-1, -7, -13, 8, 2, 1, 5, 1, 12, 8, 17, [L6106144r, -1, -7, -13, 8, 2, 1, 5, 1, 12, 8, 17, [L6106144r, 
-3, 3, 40, 33, 2, -1, 27, 6, 9, 9, 0, [L6106144r, -3, 3, 40, 33, 2, -1, 27, 6, 9, 9, 0, [L6106144r, 
1, -1, -74, -11, 12, 1, -9, 0, 9, 9, 0, [L6106144r, 1, -1, -74, -11, 12, 1, -9, 0, 9, 9, 0, [L6106144r, 
-11, -79, -2, -11, -2, -10, -2, -15, 9, 9, 0, [L6106144r, -11, -79, -2, -11, -2, -10, -2, -15, 9, 9, 0, [L6106144r, 
-23, -74, -12, -4, -18, -4, -4, 0, 9, 9, 0, [L6106144r, -23, -74, -12, -4, -18, -4, -4, 0, 9, 9, 0, [L6106144r, 
6, 0, -4, -56, 16, 33, 14, 6, 12, 9, 16, [L6106144r, 6, 0, -4, -56, 16, 33, 14, 6, 12, 9, 16, [L6106144r, 
-2, 2, 7, 39, 4, 0, 16, 5, 12, 9, 16, [L6106144r, -2, 2, 7, 39, 4, 0, 16, 5, 12, 9, 16, [L6106144r, 
6, 59, 6, -2, -27, -10, -6, 0, 11, 8, 16, [L6106144r, 6, 59, 6, -2, -27, -10, -6, 0, 11, 8, 16, [L6106144r, 
-21, -10, -13, -4, -20, 2, -3, 3, 10, 8, 0, [L6106144r, -21, -10, -13, -4, -20, 2, -3, 3, 10, 8, 0, [L6106144r, 
3, 14, 4, 1, 10, -2, -6, -5, 11, 8, 16, [L6106144r, 3, 14, 4, 1, 10, -2, -6, -5, 11, 8, 16, [L6106144r, 
-4, -33, -9, -5, -9, -4, 9, 2, 11, 8, 16, [L6106144r, -4, -33, -9, -5, -9, -4, 9, 2, 11, 8, 16, [L6106144r, 
-8, -15, -13, -24, -23, -8, -4, -4, 10, 8, 0, [L6106144r, -8, -15, -13, -24, -23, -8, -4, -4, 10, 8, 0, [L6106144r, 
16, 39, 2, 0, -2, 1, 4, 8, 10, 8, 0, [L6106144r, 16, 39, 2, 0, -2, 1, 4, 8, 10, 8, 0, [L6106144r, 
-3, -2, -2, -19, 7, -1, -3, -2, 10, 8, 0, [L6106144r, -3, -2, -2, -19, 7, -1, -3, -2, 10, 8, 0, [L6106144r, 
-1, 0, -4, -6, -33, -4, 1, -3, 10, 8, 0, [L6106144r, -1, 0, -4, -6, -33, -4, 1, -3, 10, 8, 0, [L6106144r, 
17, -32, -1, 3, 0, 0, 0, -8, 10, 8, 0, [L6106144r, 17, -32, -1, 3, 0, 0, 0, -8, 10, 8, 0, [L6106144r, 
-23, 76, 0, -2, -2, -4, 4, -6, 10, 8, 0, [L6106144r, -23, 76, 0, -2, -2, -4, 4, -6, 10, 8, 0, [L6106144r, 
5, -22, -3, -1, -2, -1, 2, -11, 10, 8, 0, [L6106144r, 5, -22, -3, -1, -2, -1, 2, -11, 10, 8, 0, [L6106144r, 
7, 18, 8, 2, -1, -2, -1, 4, 10, 8, 0, [L6106144r, 7, 18, 8, 2, -1, -2, -1, 4, 10, 8, 0, [L6106144r, 
12, -12, 2, 2, -3, 0, 0, -5, 10, 8, 0, [L6106144r, 12, -12, 2, 2, -3, 0, 0, -5, 10, 8, 0, [L6106144r, 
-2, 1, 2, -7, -3, -8, -5, 0, 11, 7, 16, [L6106144r, -2, 1, 2, -7, -3, -8, -5, 0, 11, 7, 16, [L6106144r, 
-4, -3, 2, -26, -26, 1, 1, -1, 10, 8, 0, [L6106144r, -4, -3, 2, -26, -26, 1, 1, -1, 10, 8, 0, [L6106144r, 
1, -1, -1, -1, 8, -4, -2, -3, 10, 8, 0, [L6106144r, 1, -1, -1, -1, 8, -4, -2, -3, 10, 8, 0, [L6106144r, 
-3, -4, 0, 7, -9, -3, -2, 0, 10, 8, 0, [L6106144r, -3, -4, 0, 7, -9, -3, -2, 0, 10, 8, 0, [L6106144r, 
-8, 15, -8, -3, -1, -1, 1, -1, 10, 8, 0, [L6106144r, -8, 15, -8, -3, -1, -1, 1, -1, 10, 8, 0, [L6106144r, 
2, 14, 1, -3, 1, 0, 0, 3, 10, 8, 0, [L6106144r, 2, 14, 1, -3, 1, 0, 0, 3, 10, 8, 0, [L6106144r, 
-10, -54, -8, -1, 0, -2, -1, 1, 10, 8, 0, [L6106144r, -10, -54, -8, -1, 0, -2, -1, 1, 10, 8, 0, [L6106144r, 
7, -38, 3, 0, 1, 0, 2, -9, 10, 8, 0, [L6106144r, 7, -38, 3, 0, 1, 0, 2, -9, 10, 8, 0, [L6106144r, 
8, -1, -1, 0, -2, 1, -1, 2, 10, 8, 0, [L6106144r, 8, -1, -1, 0, -2, 1, -1, 2, 10, 8, 0, [L6106144r, 
-2, -11, 3, 2, 5, 0, 0, 2, 10, 8, 0, [L6106144r, -2, -11, 3, 2, 5, 0, 0, 2, 10, 8, 0, [L6106144r, 
