3,3,3,3,3,3,3,3,8,8,0,6.72,-9.04,40.9,h
3,3,3,3,3,3,3,3,8,8,0,7.36,-8.81,40.8,h
3,3,3,3,3,3,3,3,8,8,0,6.89,-8.77,40.6,h
3,3,3,3,3,3,3,3,8,8,0,6.91,-9.02,40.7,h
4,1,0,1,0,2,11,15,8,8,0,7.09,-8.3,40.1,h
4,1,1,1,0,3,12,16,8,8,0,6.82,-7.95,40.3,h
3,1,1,1,0,3,12,15,8,8,0,6.74,-8.36,41,h
4,1,1,1,0,3,12,13,8,8,0,7.5,-8.85,42.9,h
5,1,1,2,1,4,13,14,8,8,0,6.58,-6.07,43.8,h
6,1,2,1,1,4,11,15,8,8,0,7.27,-9.51,44.1,h
7,2,3,4,1,4,12,17,8,7,0,7.66,-10.8,44.5,h
7,2,4,5,1,4,12,10,8,7,0,9,-9.32,41.7,h
7,3,5,5,1,4,10,10,8,7,0,7.81,-7.89,41.2,h
8,3,6,6,1,4,9,10,8,7,0,8.52,-8.09,41.5,h
9,4,15,7,1,3,7,10,8,7,0,7.32,-8.16,41.6,h
8,4,16,7,2,3,7,12,8,7,0,8.55,-11.4,43.1,h
7,4,16,6,1,3,5,12,8,8,0,7.32,-10,45.4,h
7,4,17,7,1,3,6,10,8,8,0,5.61,-9.47,47.5,h
6,5,18,5,2,3,5,11,8,8,0,6.19,-7.32,46.6,h
6,4,18,4,2,3,5,10,8,8,0,6.19,-7.32,46.6,h
6,4,20,7,3,3,5,11,8,8,0,6.19,-7.32,46.6,h
6,4,20,6,3,2,4,12,8,8,0,6.19,-7.32,46.6,h
5,4,14,7,3,2,4,12,8,8,0,6.19,-7.32,46.6,h
4,3,16,7,3,2,4,12,8,8,0,6.19,-7.32,46.6,h
5,4,21,7,3,3,6,13,8,8,0,6.19,-7.32,46.6,h
4,4,27,9,5,3,6,13,8,8,0,6.19,-7.32,46.6,h
5,4,25,10,5,3,6,17,8,8,0,6.19,-7.32,46.6,h
6,6,28,11,4,2,6,18,9,12,2,-21.6,5.53,29.1,h
8,9,27,11,4,3,8,19,10,13,2,-24.9,12.6,25.6,h
7,9,27,10,5,3,8,17,10,13,2,-25.4,14.6,24.6,h
8,10,25,10,7,3,8,17,10,13,2,-28.3,17.1,23.6,h
8,10,24,10,8,4,8,18,10,13,2,-22.4,20.8,23,h
7,10,18,10,9,4,6,17,10,13,2,-27.2,6.74,26.4,h
7,11,15,10,9,3,5,16,10,13,2,-27.3,9.45,26.6,h
5,11,18,9,8,4,7,10,10,13,2,-27.8,12.5,24.5,h
4,8,17,9,8,4,7,10,10,13,2,-29.6,14.6,26.3,h
2,5,16,8,9,5,5,10,10,13,2,-28,11.9,25.7,h
3,6,16,9,8,5,6,11,10,13,2,-28.8,14.5,27.4,h
2,4,16,8,7,5,5,10,10,13,2,-29.3,12.7,27.5,h
3,5,27,12,7,4,5,8,10,13,2,-28,13.4,27.2,h
3,4,28,12,6,3,4,10,10,13,2,-27.3,13.7,27.4,h
4,3,26,11,5,3,5,11,10,13,2,-28.4,13.5,27.1,h
6,5,23,11,5,3,4,10,10,13,2,-29.4,14.6,27.1,h
6,5,21,11,6,2,3,10,10,13,2,-29.6,15.7,27.4,h
6,5,19,10,3,1,3,10,10,13,2,-29.5,15.3,27.1,h
7,5,22,8,3,1,3,9,10,13,2,-30.9,17.4,27,h
6,6,24,9,3,1,3,9,10,13,2,-32.6,18.9,26.5,h
6,5,13,5,2,1,3,10,10,13,2,-31.5,16.5,28.2,h
7,5,14,4,2,1,3,7,10,13,2,-33.3,14.6,27.7,h
8,7,21,5,2,1,4,7,10,13,1,-31.9,13.9,29.2,h
7,6,22,4,2,1,5,9,10,13,1,-31.1,12.3,29.6,h
7,8,20,3,2,1,6,8,10,13,1,-27.7,8.11,30.1,h
7,9,23,7,2,1,7,8,9,13,0,-28.2,8.26,30.1,h
7,8,20,7,1,1,7,12,9,13,0,-25.4,7.48,30.2,h
8,11,20,6,1,2,8,11,9,12,17,-25,4.06,31.2,h
8,11,22,8,2,2,9,10,9,12,17,-24.9,6.37,30.8,h
7,18,21,12,1,2,11,11,9,12,16,-12.6,-1.25,30.5,h
7,17,18,11,1,2,12,10,9,11,16,-14.7,4.28,31.3,h
4,20,20,12,1,2,12,8,9,11,16,-17.6,-1.66,34.1,h
5,20,21,15,2,2,14,9,9,11,16,-20.6,0.43,36.2,h
5,21,21,12,2,2,14,9,9,12,16,-22,-0.117,35.7,h
5,25,21,12,2,1,13,3,9,12,16,-21.9,0.215,36,h
4,23,19,13,2,1,13,4,9,12,16,-22.7,1.54,36,h
5,23,18,12,2,1,14,5,9,12,16,-21.2,2.64,35.1,h
6,18,20,9,2,2,14,7,9,12,16,-20.9,-0.0586,36.4,h
5,16,16,10,2,2,13,7,9,12,16,-21.3,1.05,36.1,h
6,14,20,10,2,1,12,7,9,12,16,-21.4,2.42,35.4,h
7,14,18,8,2,1,9,7,9,12,16,-17.5,4.57,31.3,h
6,12,21,8,2,1,8,6,9,12,16,-15.7,3.61,29.5,h
5,9,23,10,2,2,8,7,9,12,16,-14.5,4.22,28.2,h
5,7,23,11,2,2,9,6,9,12,17,-14,2.44,28.6,h
4,8,31,11,2,2,5,8,9,12,17,-18,-1.27,30.1,h
5,9,31,10,1,1,4,6,9,12,17,-24.6,3.46,31.1,h
4,8,39,9,1,1,3,6,9,12,17,-24.4,2.32,30.9,h
5,7,33,9,1,2,3,8,9,11,0,-25.2,4.26,36,h
4,6,34,9,1,2,3,8,9,11,0,-21.5,4.22,36.4,h
5,6,35,10,2,2,4,10,9,11,0,-18.7,2.42,39.7,h
6,6,31,11,3,3,4,11,9,10,0,-12.9,2.75,40.9,h
9,9,34,10,3,3,4,12,8,10,0,-9.39,-1.97,42.3,h
