 3,3,3,3,3,3,3,3,8,8,7,7.17,-2.32,41.9,h 3,3,3,3,3,3,3,3,8,8,7,6.93,-2.56,41.9,h 3,3,3,3,3,3,3,3,8,8,7,7.13,-1.95,42.1,h 3,3,3,3,3,3,3,3,8,8,7,7.23,-2.19,41.6,h 2,2,0,0,0,5,10,6,8,8,7,6.82,-2.85,41.7,h 2,1,0,1,0,5,10,6,8,8,7,6.88,-2.07,42,h 2,1,0,1,0,6,15,6,8,8,7,7.17,-1.97,41.4,h 2,1,0,1,0,5,17,5,8,8,7,6.91,-1.72,40.7,h 2,1,0,1,0,5,14,5,8,8,7,7.58,-2.93,42.2,h 2,1,1,1,1,5,17,5,8,8,7,6.54,-1.27,42.1,h 2,1,1,2,1,4,16,5,8,8,7,7.6,-1.84,42.1,h 2,1,4,3,3,4,16,4,8,8,7,5.8,1.68,44.7,h 2,1,7,4,3,4,16,4,8,7,7,7.32,-1.31,46.7,h 2,2,11,4,3,4,15,3,8,8,7,6.7,-7.3,45.5,h 2,3,13,5,3,2,10,4,8,8,7,5.72,-7.91,46,h
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
 3,3,3,3,3,3,3,3,8,8,8,6.72,-4.67,41.6,h 3,3,3,3,3,3,3,3,8,8,8,6.43,-4.57,41.6,h 3,3,3,3,3,3,3,3,8,8,8,6.52,-4.8,41.8,h 3,3,3,3,3,3,3,3,8,8,8,6.56,-4.65,41.6,h 3,1,1,0,1,2,4,1,8,8,8,6.35,-4.38,41.4,h 3,1,1,0,0,2,4,1,8,8,8,6.6,-5.14,41.9,h 2,1,1,1,1,2,4,1,8,8,8,6.7,-4.3,42.3,h 3,1,2,1,1,2,4,1,8,8,8,6.89,-3.65,41.9,h 2,1,3,1,1,2,4,1,8,8,8,5.76,0.0977,43.7,h 3,2,4,1,1,3,4,1,8,7,8,8.5,-4.2,47.1,h 3,2,7,1,2,4,4,1,8,7,8,13.4,-9.34,48.9,h 3,2,7,2,3,3,3,1,8,8,8,7.99,-9.1,50.6,h 3,2,9,3,3,3,4,1,8,8,8,2.99,-11.7,53,h 3,2,11,6,4,3,3,2,8,8,8,-3.59,-1.43,50.4,h 3,2,11,8,5,3,4,3,8,9,8,-3.36,-4.82,45,h
 3,2,11,9,4,3,4,3,9,9,8,-2.79,-2.32,42.1,h 3,3,11,9,4,3,3,3,9,10,8,-6.15,1.62,35.5,h 2,2,10,9,4,2,3,3,9,11,9,-9.24,4.14,33.5,h 1,2,7,9,4,1,3,4,9,11,9,-10.8,6.45,32.1,h 2,3,7,8,3,1,3,5,9,11,9,-12.9,8.59,31.5,h 1,4,6,8,3,1,2,5,9,11,9,-14.6,12.8,32.2,h 1,4,9,5,2,1,2,4,10,12,9,-15.6,11,30.9,h 1,4,10,5,3,1,1,3,10,12,9,-16.9,13.5,31,h 1,4,12,6,3,1,1,4,10,12,10,-18.5,15.2,29.7,h 2,4,13,7,3,1,1,4,10,12,10,-21.2,16.8,28.8,h 2,4,16,8,3,1,1,4,10,12,10,-22.6,17.9,28.4,h 2,4,18,8,3,1,1,3,10,12,10,-23,18,29.3,h 1,3,21,9,3,1,1,2,10,12,10,-23.6,16.5,30.1,h 1,2,22,10,5,1,1,2,10,12,10,-22.6,21.4,28.4,h 1,2,20,10,6,1,1,2,10,12,10,-23.2,21.3,29.5,h
 1,3,27,8,5,1,1,2,10,12,10,-22,16.9,29.9,h 1,3,28,8,5,3,2,2,10,12,10,-22.7,17.2,29.5,h 1,3,31,8,5,3,2,2,10,12,10,-22.4,18.1,29.7,h 2,3,28,8,5,3,2,2,10,12,10,-21.2,18.1,29.9,h 1,3,26,7,5,3,2,3,10,12,10,-20.9,17.5,30.2,h 2,3,24,6,5,3,1,3,10,12,10,-22.1,17.7,30.1,h 4,5,29,6,3,3,2,3,10,12,10,-21.9,19.6,29.8,h 5,7,26,6,2,3,3,3,10,12,10,-22.8,19.2,29.6,h 5,7,19,5,2,2,3,3,10,12,10,-21.8,19.6,29.4,h 7,7,21,5,1,1,2,3,10,12,10,-23.9,22.1,29,h 8,8,19,5,1,1,3,2,10,12,10,-23.8,20.5,30.4,h 8,9,18,5,1,1,3,2,10,12,10,-24.7,21.5,30.1,h 8,9,21,5,1,1,3,1,10,12,9,-25.5,19.3,30,h 10,10,25,5,1,1,3,1,10,12,9,-25.6,18.6,29.8,h 8,11,27,5,1,1,3,2,10,12,9,-25.4,18.4,29.5,h
 7,10,28,4,1,1,2,2,10,12,9,-24.8,14.1,28.9,h 7,10,31,4,1,1,2,2,10,12,8,-24.8,14.6,29.2,h 6,12,27,4,1,1,2,2,10,12,8,-24.8,14.6,29.2,h 6,11,26,5,1,1,1,3,10,12,8,-24.8,14.6,29.2,h 6,11,33,4,1,1,1,3,10,12,8,-24.8,14.6,29.2,h 6,13,32,5,1,1,1,4,10,12,8,-24.8,14.6,29.2,h 4,14,27,5,1,1,1,4,10,12,8,-24.8,14.6,29.2,h 6,18,22,5,1,1,1,4,10,12,8,-24.8,14.6,29.2,h 5,17,21,5,1,1,1,4,9,12,6,-22.4,1.04,34.7,h 5,17,23,5,2,1,1,4,9,11,6,-17.7,-0.703,35.6,h 6,16,26,4,2,1,2,5,9,11,6,-15,2.19,35.2,h 5,20,24,3,2,1,2,4,8,11,5,-14.8,-2.95,36.7,h 5,19,23,4,2,2,1,4,8,11,5,-13.9,-0.918,37.4,h 5,20,27,4,2,1,2,4,8,11,5,-13.9,-0.918,37.4,h 5,19,28,4,2,1,1,4,8,11,5,-13.9,-0.918,37.4,h
 3,16,27,4,2,1,1,3,8,11,5,-13.9,-0.918,37.4,h 2,15,27,3,2,1,1,3,8,11,5,-13.9,-0.918,37.4,h 3,14,25,4,2,1,1,3,8,11,5,-13.9,-0.918,37.4,h 2,16,23,5,2,1,1,2,8,11,5,-13.9,-0.918,37.4,h 2,12,24,5,2,1,1,2,8,11,5,-13.9,-0.918,37.4,h 2,12,20,5,2,1,1,2,8,11,5,-13.9,-0.918,37.4,h 2,11,22,7,3,1,1,2,8,11,5,-13.9,-0.918,37.4,h 2,10,19,7,2,2,1,2,8,11,5,-13.9,-0.918,37.4,h 3,7,19,7,2,2,1,3,8,11,5,-13.9,-0.918,37.4,h 3,7,23,8,2,2,1,3,8,11,5,-13.9,-0.918,37.4,h 3,7,21,8,2,1,1,3,8,11,5,-13.9,-0.918,37.4,h 2,6,32,10,2,2,1,3,8,11,5,-13.9,-0.918,37.4,h 2,5,31,10,2,2,1,4,8,11,5,-13.9,-0.918,37.4,h 2,6,36,9,1,2,1,4,8,11,5,-13.9,-0.918,37.4,h 3,7,42,8,2,2,1,4,8,11,5,-13.9,-0.918,37.4,h
 2,8,44,10,2,2,1,4,8,11,5,-13.9,-0.918,37.4,h 2,8,47,11,2,2,1,4,8,11,5,-13.9,-0.918,37.4,h 2,8,44,10,3,4,2,4,8,11,5,-13.9,-0.918,37.4,h 2,8,43,10,3,5,2,4,8,11,5,-13.9,-0.918,37.4,h 2,7,36,10,3,4,2,4,8,11,5,-13.9,-0.918,37.4,h 2,7,37,12,4,4,2,4,8,11,5,-13.9,-0.918,37.4,h 2,6,32,12,4,5,4,4,8,11,5,-13.9,-0.918,37.4,h 1,5,21,12,4,5,4,6,8,11,5,-13.9,-0.918,37.4,h 2,5,23,10,4,7,5,6,8,11,5,-13.9,-0.918,37.4,h 5,5,19,10,4,6,16,7,8,11,5,-13.9,-0.918,37.4,h 5,5,19,10,3,4,17,8,8,11,5,-13.9,-0.918,37.4,h 5,6,20,10,2,4,19,9,8,11,5,-13.9,-0.918,37.4,h 6,5,15,7,2,5,23,9,8,11,5,-13.9,-0.918,37.4,h 6,5,15,6,2,6,25,9,8,11,5,-13.9,-0.918,37.4,h 6,5,15,5,2,6,25,11,8,11,5,-13.9,-0.918,37.4,h
 6,5,17,4,2,6,24,9,8,11,5,-13.9,-0.918,37.4,h 5,3,14,4,2,4,25,9,8,11,5,-13.9,-0.918,37.4,h 3,2,14,3,1,4,16,7,8,11,5,-13.9,-0.918,37.4,h 2,3,15,3,1,5,17,7,8,11,5,-13.9,-0.918,37.4,h 2,2,15,2,1,5,17,6,8,11,5,-13.9,-0.918,37.4,h 2,3,13,2,1,4,13,7,8,11,5,-13.9,-0.918,37.4,h 2,2,12,1,1,2,11,6,8,11,5,-13.9,-0.918,37.4,h 3,2,12,1,1,3,10,5,8,11,5,-13.9,-0.918,37.4,h 3,2,7,1,1,4,14,5,8,11,5,-13.9,-0.918,37.4,h 3,2,9,1,1,4,12,8,8,11,5,-13.9,-0.918,37.4,h 0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE    
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
 3,3,3,3,3,3,3,3,8,8,8,6.52,-2.79,41.7,h 3,3,3,3,3,3,3,3,8,8,8,6.13,-2.62,41.9,h 3,3,3,3,3,3,3,3,8,8,8,6.39,-2.89,42.4,h 3,3,3,3,3,3,3,3,8,8,8,6.56,-2.87,41.4,h 3,1,2,1,1,2,4,4,8,8,8,6.62,-2.58,41.7,h 3,1,2,1,1,2,4,4,8,8,8,6.54,-3.42,42.1,h 2,1,1,1,1,3,4,3,8,8,8,6.72,-2.95,41.7,h 2,1,2,1,1,2,6,3,8,8,8,6.91,-1.7,42.3,h 1,1,2,1,1,2,7,2,8,8,8,7.44,-2.09,42.9,h 1,2,2,1,1,2,6,2,8,7,7,7.03,0.488,43.7,h 1,2,4,2,1,2,6,2,8,7,7,7.48,0.82,43.1,h 2,3,5,4,1,2,6,2,8,7,7,7.97,-2.6,40.5,h 2,3,5,5,2,1,5,2,8,7,7,9.24,-2.48,39.2,h 2,4,9,5,2,2,5,2,8,7,7,9.98,-2.97,38.2,h 2,5,11,6,3,1,4,2,8,7,7,9.06,-0.273,39.6,h
 3,6,11,7,4,2,2,2,8,7,7,10.3,-1.11,40.9,h 3,6,10,8,4,2,2,2,8,7,7,10.7,-2.68,42.4,h 2,6,11,7,4,2,1,2,8,7,7,9.51,-3.05,47.7,h 3,6,12,7,3,3,1,2,8,8,7,6.88,0.332,48.5,h 2,6,12,4,4,3,1,2,8,8,7,7.5,-3.3,48.5,h 2,5,14,6,3,3,3,2,9,8,7,4.86,1.07,48.6,h 3,8,12,8,3,2,3,2,9,8,8,2.17,-1.13,46.8,h 3,8,11,7,2,2,3,2,9,9,8,-0.938,0.938,45.8,h 3,7,11,6,2,2,3,3,9,9,8,-2.46,3.2,44,h 3,7,12,6,4,4,3,4,9,10,8,-7.03,6.15,37.9,h 3,7,13,8,5,4,3,5,9,10,8,-8.57,4.67,36.1,h 3,7,12,8,5,3,3,5,9,11,8,-12.1,7.75,34.2,h 4,7,15,8,5,3,3,7,9,11,9,-14.3,10.8,32.2,h 4,7,15,6,6,4,2,6,10,11,9,-16.6,12,30.4,h 3,5,13,5,6,4,1,6,10,11,9,-17.9,13.9,30.8,h
