3,3,3,3,3,3,3,3,7,8,13,4.63,-22.8,32.5,b
3,3,3,3,3,3,3,3,7,8,13,4.69,-23.5,32.4,b
3,3,3,3,3,3,3,3,7,8,13,5.35,-22.9,32.4,b
3,3,3,3,3,3,3,3,7,8,13,5.53,-23.1,32.4,b
3,4,33,8,3,1,1,3,7,8,13,4.59,-23.3,32.4,b
3,8,35,11,2,1,1,5,7,8,13,4.41,-22.9,32.5,b
2,7,32,12,2,2,2,5,7,8,13,4.69,-23.1,33,b
3,7,31,11,2,3,2,7,7,8,13,5.31,-22.4,32.8,b
4,7,35,10,2,4,3,7,7,8,13,4.65,-22.4,34.1,b
5,8,35,10,2,4,4,7,7,8,13,4.43,-20.9,36.4,b
5,8,45,10,2,4,4,7,7,8,13,5.66,-20.7,36.1,b
4,8,52,9,2,4,4,7,7,7,13,7.83,-20.3,34.3,b
4,8,46,9,2,4,4,8,7,7,13,8.67,-20.7,34.4,b
4,9,42,9,2,4,3,5,7,7,13,9.86,-20.3,37.1,b
5,12,41,12,2,3,2,6,7,7,13,6.78,-25.1,40.3,b
4,18,39,13,2,2,2,3,7,8,13,6.25,-18.7,41.8,b
3,19,36,15,2,2,1,3,7,8,13,5.53,-20,41.7,b
2,18,37,15,2,1,0,3,7,8,13,4.39,-17.9,40.9,b
2,18,29,15,2,2,0,3,7,9,13,0,-15.9,38.7,b
2,19,17,16,2,1,1,3,7,9,13,-3.28,-16.4,37.4,b
2,17,12,17,2,2,0,2,7,10,13,-6.68,-13.7,36.3,b
2,16,10,17,2,2,1,2,7,10,13,-10.7,-13,35.3,b
2,13,9,13,1,2,1,3,7,11,13,-13.1,-13.6,32.8,b
2,8,10,16,1,2,1,3,8,11,13,-17.6,-11.3,31.5,b
2,8,8,13,1,2,1,3,8,12,13,-19.8,-11.5,30,b
2,8,16,15,2,2,1,4,8,13,13,-25.9,-8.11,25.8,b
2,10,15,15,2,1,1,4,8,13,13,-26.9,-7.3,24.6,b
2,10,19,14,2,1,1,3,8,14,13,-28.3,-4.63,22,b
2,13,18,15,2,1,2,3,8,14,13,-29.2,-3.42,20.1,b
2,10,19,12,2,1,1,4,8,14,13,-30.9,-1.43,19.6,b
2,11,21,11,2,1,1,2,8,14,14,-32.1,-0.332,18.3,b
2,13,22,8,2,1,1,4,9,15,14,-34,1.09,17.1,b
2,13,25,10,2,1,2,4,9,15,14,-36.1,2.36,15,b
3,15,18,9,2,2,3,4,9,15,14,-36.4,3.77,14.3,b
5,14,19,9,2,2,3,4,9,15,14,-36.9,4.16,12.4,b
5,18,15,8,2,2,3,5,10,15,15,-37.3,5.47,11.5,b
5,18,19,6,1,1,3,4,10,16,15,-37,5.37,10.6,b
5,18,23,7,1,2,3,5,10,16,15,-37,6.78,9.18,b
7,23,26,8,2,2,4,5,10,16,15,-36.7,6.93,8.57,b
8,30,24,10,2,4,6,5,10,16,16,-36.6,7.62,8.14,b
8,32,22,10,3,6,5,5,10,16,16,-36.9,8.16,7.36,b
11,32,23,10,3,5,4,5,10,16,16,-37.1,8.28,7.97,b
10,39,22,11,4,6,6,9,10,16,16,-37.4,7.38,8.46,b
13,36,26,16,4,8,6,9,10,16,15,-38.1,7.05,8.98,b
15,39,24,19,4,9,8,11,10,16,15,-38.3,6.91,9.41,b
30,44,21,22,13,16,17,17,10,16,15,-37.2,6.66,14.3,b
44,44,18,22,14,21,30,33,10,16,15,-41.6,21.2,7.23,b
44,37,31,19,14,23,30,34,10,16,15,-51.9,-7.25,6.97,b
46,34,34,23,13,23,34,38,10,16,15,-38.6,10.7,10.9,b
44,34,42,26,14,23,39,43,10,16,15,-28.4,5.57,16,b
44,32,45,28,14,23,42,42,10,16,15,-54.7,5.25,5.2,b
43,33,48,34,14,22,46,42,10,16,15,-60.4,9.2,3.95,b
44,32,48,40,14,22,45,40,10,16,15,-30.5,3.14,5.51,b
38,30,51,41,8,20,52,45,10,16,15,-35.7,7.09,14.7,b
37,34,54,45,8,18,49,39,10,16,15,-39.3,6.04,15.1,b
36,32,45,46,12,17,59,47,10,15,15,17.5,-5.41,24,b
37,36,43,41,17,18,63,50,10,16,15,-68.6,1.05,3.09,b
39,34,38,39,18,17,57,44,10,15,15,-31.8,7.36,13.7,b
39,34,34,38,19,17,54,42,9,15,15,-41.2,3.46,12.1,b
36,31,35,29,19,18,51,45,9,15,14,-37.2,4.08,12.5,b
36,29,35,22,19,18,51,50,9,15,14,-36.1,3.32,13.9,b
28,28,35,20,16,18,38,45,9,15,14,-36.3,2.87,12.4,b
14,22,31,19,15,17,29,36,9,15,14,-37.3,2.7,13.1,b
15,22,29,20,11,16,22,26,9,15,14,-36,2.66,13.3,b
11,17,33,21,6,14,14,22,9,15,14,-36.3,1.58,14.7,b
9,18,29,19,4,14,14,24,9,15,14,-36.7,0.742,14.6,b
8,13,28,17,4,14,13,24,8,15,14,-36.8,-0.391,16,b
9,14,25,20,2,14,12,21,8,15,14,-35.9,-0.586,17.1,b
7,13,24,19,2,11,11,16,8,14,13,-32.3,-5.18,18.1,b
7,11,20,17,2,8,8,10,8,14,13,-27.2,-5.59,19.6,b
6,6,21,16,2,6,6,10,8,13,13,-26.9,-7.17,21.4,b
5,6,19,15,2,3,2,10,8,13,13,-23.4,-7.91,26.2,b
4,6,18,13,1,3,2,6,7,12,13,-21.8,-9.28,15.3,b
3,5,17,16,1,3,2,4,7,12,13,-28.2,-10.9,16.2,b
4,4,20,16,2,3,2,3,7,11,13,1.8,-19,47.4,b
3,4,18,12,3,2,2,2,7,10,13,-24.2,-14.9,19.7,b
2,4,17,11,3,2,2,2,7,10,13,6.29,-21,43.7,b
1,5,17,10,3,2,1,1,7,9,13,-2.95,-19.3,37.5,b
1,5,16,8,3,2,1,1,7,9,13,-0.703,-22,38.4,b
1,7,15,8,3,2,2,1,7,8,13,1.35,-21.5,39.2,b
2,10,12,9,3,2,2,1,7,8,13,3.05,-22.3,39.1,b
3,10,12,6,3,2,2,1,7,8,13,4.71,-23.2,38.3,b
4,14,9,6,3,1,2,1,7,8,13,7.23,-22.3,36.8,b
4,14,8,7,2,1,2,2,7,7,13,7.66,-22,35.2,b
4,17,8,7,2,1,2,2,7,7,13,8.87,-21.5,34.3,b
4,17,11,6,2,2,2,2,7,7,13,10.3,-20.3,33,b
4,17,11,6,2,1,2,2,7,7,13,15.8,-25.5,36.9,b
3,16,11,6,3,1,2,2,7,7,13,7.91,-17.2,32.9,b
3,14,10,4,2,1,1,1,7,7,13,12.5,-21.2,30.3,b
2,17,9,4,3,1,1,1,7,7,13,10.8,-20.2,31.3,b
1,13,9,3,3,1,1,1,7,7,13,10.9,-21.2,32.3,b
1,13,5,3,2,1,1,1,7,7,13,9.53,-21.2,33.8,b
1,10,5,3,2,1,1,1,7,7,13,8.57,-20.4,34.8,b
2,14,3,3,2,1,1,1,7,7,13,7.99,-19.7,34.9,b
2,17,3,3,1,1,0,1,7,7,13,8.07,-19.1,35,b
2,17,3,2,1,1,1,1,7,7,13,8.54,-19.5,34.1,b
2,17,4,2,1,1,1,1,7,7,13,8.79,-19.9,33.4,b
2,16,5,2,1,1,1,1,7,7,13,8.59,-19.4,33.6,b
2,16,5,2,1,0,0,1,7,7,13,8.48,-19.6,33.8,b
