0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 8, [R], r 
0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 8, [R], r 
