-3, -1, 8, 2, 1, 0, -1, -1, 
0, 2, 7, -3, -1, -1, -1, 0, 
-6, -1, 0, -2, 0, 1, 0, -2, 
0, -8, -6, 5, 1, -1, -1, 0, 
-4, 12, -25, 1, -2, -1, 1, 0, 
0, -7, 5, -3, -1, 0, -1, -1, 
0, -1, -28, -3, -1, -1, -1, -1, 
-3, -29, 2, -3, -1, -2, -1, 0, 
5, 34, -11, 0, 0, 0, 0, 0, 
-2, -3, 1, -2, 1, 0, 0, 0, 
-3, -14, -6, -7, -4, -1, -3, -2, 
-3, -4, -6, 20, -13, -7, -5, -3, 
-2, -3, 7, 0, -34, -9, -4, -3, 
-10, -7, -7, -49, 0, 1, 1, -2, 
-1, -4, -11, 7, 2, 1, 2, 0, 
-1, 0, 0, -11, -4, -4, -5, -3, 
1, 1, -6, 6, 6, 1, 1, -1, 
1, 4, 22, 8, 1, 3, 0, 0, 
2, 1, 17, 24, 13, 2, 0, 2, 
0, 0, 16, 23, 7, 3, 3, 1, 
0, 2, -26, 33, 1, 4, 2, 0, 
-4, -3, 22, -13, -17, -6, -2, -3, 
4, 4, -36, 38, 4, 5, 10, 3, 
-2, -1, -10, -47, -12, -4, -3, -2, 
0, -1, -19, -17, -1, -2, -1, 0, 
-1, 2, 38, 66, -6, -5, -5, -3, 
1, 0, 14, 4, -1, -2, -1, 0, 
-2, -3, -2, -3, -5, -4, -1, -2, 
0, 2, 6, 0, -8, -5, -4, 0, 
1, -2, 7, 6, 0, 0, 1, -3, 
-2, 0, 18, -2, -5, -2, -2, -2, 
-15, -9, -38, -36, -5, -4, -17, -50, 
-8, -2, 15, 10, 1, -1, 3, -5, 
-1, 2, -3, -14, -2, -2, -5, 0, 
-17, -13, -44, -29, 53, -3, -47, -37, 
-7, -21, 7, -5, -10, -10, -30, 6, 
16, -3, 1, -23, 4, 3, 7, 20, 
-4, -3, -42, -100, -10, -11, -45, -61, 
-9, -12, 14, -15, 12, -1, -15, -17, 
8, 11, -98, -9, 3, 12, 79, -12, 
6, 3, 14, 51, -5, 5, -8, -26, 
3, 2, 12, -6, -3, 4, 7, 0, 
0, -1, 17, 16, 19, 3, -2, -7, 
0, -1, -8, -2, -6, -2, 6, 0, 
0, 0, -7, -9, 1, -5, 7, 0, 
0, 0, 5, 15, -2, -3, 4, -1, 
0, -2, -6, -20, -8, 1, 3, -1, 
-1, 1, 5, 9, -2, -5, 8, 1, 
-3, -7, -45, -3, -6, -5, -11, -1, 
2, -3, -15, -6, 4, 1, 11, 2, 
-2, -5, -71, -56, -5, 4, -3, 0, 
1, 2, 33, -14, -2, -1, -2, -4, 
-1, -4, -18, -1, -2, -1, 0, -1, 
3, 3, 2, -19, -2, -1, 0, 6, 
-2, -4, -12, -63, -4, -4, 1, -2, 
-14, -8, -8, 4, 0, -12, -40, -28, 
3, 8, 16, 11, -17, 2, 26, 21, 
-8, 18, -50, 88, 21, 9, 59, 21, 
-8, -14, -34, -22, -8, 7, 8, -38, 
-16, -3, 22, -8, 38, -34, -40, 18, 
-10, -6, -17, -6, 35, -7, -50, -17, 
-3, 4, 63, 39, -7, -18, -67, 7, 
3, 1, -37, -9, -27, -10, 2, -3, 
0, -3, -31, 13, -13, -8, -12, -3, 
1, -1, 5, 5, -4, 0, 3, 0, 
0, 2, 4, -2, 6, 3, 4, 0, 
-1, 0, -4, -17, -10, 4, 6, 5, 
1, 3, 4, 18, -2, 3, -5, 2, 
0, 0, -7, -13, 4, 0, 0, 2, 
-1, -2, -2, -19, -1, -2, -5, -1, 
-10, -4, -17, -56, -7, -6, -10, -9, 
7, 3, 8, 17, 7, 26, 44, -14, 
-14, -6, 8, -37, -8, -1, -15, -2, 
4, 2, 16, 11, 0, -4, -3, -2, 
5, 4, -5, -3, -7, -1, 8, -4, 
2, -1, 4, -2, 13, 2, 9, -1, 
-2, -4, -5, -1, 2, -1, -3, -2, 
-3, -8, -25, -2, -9, -4, -7, -3, 
0, -2, -7, -8, -1, -1, -1, -1, 
1, 0, -3, 6, 4, 2, 0, 0, 
-1, -6, -93, 1, 2, 1, -6, 0, 
4, 11, 10, 5, 13, 12, 15, 8, 
-9, 23, -49, 11, -3, 1, -2, -16, 
-5, -19, -52, -25, 1, -2, -1, -1, 
-3, -11, 16, 13, 2, -1, -1, -2, 
-2, 0, 82, 19, 1, -1, -2, -1, 
-3, -4, -22, -5, -3, -2, -2, -3, 
-2, 1, -18, 5, 3, -1, -1, -2, 
0, 2, -45, 2, -6, -1, -2, -2, 
-2, -6, -17, -5, 8, 3, 2, -1, 
-2, -4, -1, 21, -2, -1, -3, -2, 
-3, -7, 0, -3, 5, -1, -2, -2, 
1, -7, 7, -13, 3, 0, 0, -1, 
14, 40, 50, -32, 4, 2, -5, 7, 
-2, -9, -4, -20, 1, -1, -3, 7, 
5, -7, 11, -13, -1, 12, 18, 16, 
-7, -16, -3, 1, 1, 0, 45, 40, 
21, 14, 127, 16, 15, -2, -73, -73, 
-14, 42, -47, 63, 4, 5, -2, 0, 
-8, 12, 53, 120, -72, -24, -2, 65, 
-13, -53, -82, -39, -20, -8, -26, -35, 
-3, 51, -37, 10, 12, 6, 15, -12, 
-3, -11, 51, 4, -4, -3, 0, -7, 
2, 52, -1, 13, 2, -1, 2, -4, 
1, 0, -40, 6, -2, -1, 0, -1, 
-5, -6, 61, 21, -3, -1, -3, -3, 
-4, -6, 52, 11, -3, -4, 0, -1, 
-1, -11, 10, 8, 9, 3, 1, -1, 
-1, 19, -14, -3, 0, -1, 0, -1, 
1, 5, -13, -4, -4, 0, 0, 1, 
-9, -72, -3, -3, -6, -5, -6, -5, 
2, 7, 3, 11, 2, 3, 1, 0, 
5, 12, -26, 9, 3, 1, 0, 0, 
9, 21, -75, -23, 6, 1, 4, -21, 
-1, -13, 127, 67, -13, -11, -10, -1, 
-12, 0, -7, -54, 44, -11, -44, -36, 
10, 5, 23, 12, -27, 6, 12, -30, 
24, -5, -54, -47, -6, -2, -2, 47, 
-2, -2, -118, 49, -28, 4, 9, 55, 
-2, 71, 127, -111, 1, 20, 55, 60, 
12, 53, -63, -79, 9, 16, 28, 7, 
6, -10, -125, 26, 2, 0, -6, -8, 
7, -16, 38, -14, -5, -1, 2, 6, 
0, -20, -5, 17, -9, 0, -3, -2, 
0, 5, 38, 11, 1, -2, 2, 0, 
-1, -6, -96, 3, -4, -2, 1, -1, 
0, -3, 27, 16, -2, -5, -4, -2, 
-1, -7, 8, -12, 2, 0, -2, -1, 
1, 5, -7, 8, -1, 2, -2, 0, 
-3, -3, -28, -5, 0, -1, 1, -1, 
-1, -1, 4, 2, -2, 0, 0, 0, 
-1, -1, 8, 11, -1, -1, -1, -2, 
0, -4, 10, -8, -3, 0, -1, 0, 
1, 4, -13, -6, -2, 0, -1, 0, 
11, 19, 16, -22, 15, 7, 7, 6, 
-1, -11, 15, 1, -10, -7, -4, -2, 
2, 8, 70, 23, -7, -1, 1, 1, 
-7, -18, -3, 61, -15, -4, -1, -4, 
-10, -13, 64, -37, -16, -11, -6, -6, 
-34, -80, -116, 37, -14, -27, -21, -22, 
-3, -22, 111, -54, 103, 7, 1, 0, 
1, 4, -67, -1, 40, 13, 3, 0, 
-24, -62, 93, -71, -28, -17, -15, -14, 
4, -4, -57, 21, 45, 13, 5, 5, 
-6, -1, -7, -14, 13, 2, 7, -2, 
2, 2, -128, -6, -11, -1, -2, 3, 
-2, -4, -123, -8, 5, 1, 4, -1, 
-4, -3, 92, -20, 0, -2, 1, -3, 
0, -2, -76, -7, -3, -2, 0, 0, 
-1, -3, -14, -10, 6, 0, -5, -3, 
-1, 1, 4, 3, -1, -2, 1, 0, 
-1, -2, 2, 1, -4, -2, 0, 1, 
-1, -1, 3, 9, -2, -1, 0, 1, 
0, 1, -2, -22, -8, -7, -2, 0, 
1, 2, -14, 6, -5, -3, 3, 2, 
0, -2, -19, 3, 7, 1, -1, 0, 
1, 4, 37, 23, 3, -1, -1, 1, 
-3, -7, -23, -14, -7, -2, -1, -2, 
2, 6, 10, 5, 9, 4, 4, 2, 
1, 5, 36, -58, -1, -4, 0, -1, 
14, 27, -31, -27, 13, 8, 4, 8, 
1, 3, -57, 80, -14, -3, -8, 0, 
-1, -35, -16, 53, 2, 2, -3, -1, 
-6, -9, 63, 25, -76, -10, -3, -4, 
7, 62, -61, -24, -80, -10, 2, 3, 
1, -18, -128, 84, 8, -7, -1, -3, 
-2, 26, 58, -63, 0, -8, -7, -4, 
14, 64, -20, -40, -4, 5, 5, 6, 
5, 10, -15, -14, -22, -1, -1, 3, 
2, 0, -21, -15, -6, -1, -3, -3, 
-4, 0, -12, 0, 1, -1, 2, -2, 
2, -5, -2, -3, -4, -2, -3, -1, 
-16, -5, -2, -1, -3, -3, -3, -4, 
2, 0, -3, -3, -4, -1, -1, 0, 
0, -1, 1, 1, -2, -3, 0, -2, 
3, 2, 0, -2, -8, -3, -3, 0, 
0, 0, -4, -4, -5, -5, -4, -2, 
36, 37, 21, 16, -1, -3, -1, -9, 
-17, -8, -12, -4, 9, -3, -18, -26, 
25, 12, 39, 21, 14, 14, 4, 6, 
-7, 36, 25, 9, -3, -6, -2, -1, 
6, -3, 4, -12, -1, -6, 0, 2, 
-2, 12, 5, -5, -3, -6, -1, 0, 
5, -17, -15, -1, -5, -4, -3, -2, 
2, 4, -1, 3, -4, 0, 0, 2, 
0, -6, -3, -2, -3, -1, -4, -2, 
-2, -2, 5, 12, 0, -2, 0, -2, 
-1, -2, -6, -4, 0, 0, 1, -1, 
-5, -12, 32, 13, -4, -3, -1, -2, 
1, -18, 22, 32, -1, -3, -2, -3, 
-1, -10, -15, -8, 2, -1, -1, -2, 
1, 2, -21, -19, -1, 0, 0, 1, 
0, -2, -20, -1, 0, 1, 1, 0, 
-2, -16, -13, -10, -1, -2, -1, 0, 
3, 10, 20, 13, 4, 1, 1, 0, 
-2, -13, -19, 4, -1, -1, 0, -2, 
-5, 14, 7, -3, 2, 2, -1, -1, 
1, 8, 25, 3, -6, -4, -1, -1, 
1, 0, -84, -2, 0, 2, 0, 1, 
3, 0, -26, -36, 2, 2, 1, 0, 
-2, 12, -1, 22, -3, 0, -1, 0, 
-6, -13, -41, 64, -1, 0, -1, -1, 
10, 55, -50, 0, 21, 12, 6, 8, 
-3, 10, -24, -9, -7, -2, -2, 0, 
1, -21, -34, -18, 3, 3, 0, 2, 
0, -1, -15, -7, 12, 1, 0, 0, 
5, 1, 25, -113, 8, 8, 4, 4, 
-25, -56, -79, -101, -57, -28, -18, -19, 
7, 19, -100, 2, -3, 1, 3, 3, 
-14, -5, 16, -94, -45, -22, -10, -8, 
0, -46, 39, -20, -107, -10, -8, -3, 
-1, -11, -110, -43, 88, 22, 4, 0, 
9, 2, 19, 85, 63, -4, 6, 8, 
3, 0, 127, -7, 32, 8, 9, 4, 
-5, -3, -65, -15, 9, 4, 1, -3, 
5, 1, 13, -1, -67, -7, -7, 1, 
15, 0, 29, 3, 36, 8, 6, 0, 
-1, 4, 31, 7, -19, -14, 8, 3, 
1, -5, -35, -1, -7, 2, -2, 0, 
1, 4, 12, 3, 1, 13, -2, -6, 
-14, -5, 0, 8, 4, 5, 11, -2, 
1, 21, -3, 16, 2, 2, 10, 7, 
-8, 25, 39, 11, 0, -4, -2, -1, 
-1, 59, 33, -6, -6, 2, 5, 2, 
-13, -55, 44, 5, -3, -3, -3, 1, 
3, -7, 4, -5, -5, -11, -14, 0, 
-3, -10, 21, 19, 4, -1, -2, 0, 
2, -8, 5, 0, 3, 5, 1, -4, 
0, 34, -2, -1, -2, -2, -3, -4, 
0, -2, 2, -5, -5, -4, -2, 1, 
-2, -3, -18, 6, 6, 2, 3, 0, 
-5, -48, -5, 8, -1, 0, -2, -2, 
-4, -62, -17, -7, -5, -1, -3, -4, 
-6, -4, -24, 25, -12, -4, -6, -3, 
-23, 16, 2, 39, 5, -6, 2, 12, 
-10, -17, -15, -6, -1, -1, 6, -15, 
1, 8, -23, -8, -2, 4, 5, 1, 
12, 95, 19, 3, 3, 4, 8, 17, 
-8, 7, 29, 2, 2, -1, -2, -6, 
-8, 8, -10, -2, -1, 7, -1, -10, 
21, 74, -17, -1, 1, 5, 12, 9, 
-6, -9, -29, 1, 2, -6, -10, -27, 
-2, 1, 45, 9, 7, -3, 6, -6, 
-2, -42, -4, 42, -5, 0, 5, -7, 
-12, -17, -66, 0, -6, -3, 1, -2, 
-4, 20, 37, 6, -1, -2, -7, 9, 
8, -8, 8, 0, -2, -8, -11, -13, 
11, 3, -29, -2, 1, 0, 6, -3, 
-9, -12, 36, 14, 0, 5, 0, -5, 
-5, -38, 0, 1, 1, -5, -3, 5, 
-21, -2, -87, -23, -5, -8, -18, -8, 
3, -32, -4, 5, 2, 4, -1, -20, 
-15, -22, -25, -13, -2, -2, -3, -6, 
-6, 7, 32, 22, 3, 1, 3, -3, 
6, -13, 30, 7, -2, -1, 7, 6, 
21, -54, -59, -25, 2, 9, 16, 2, 
-2, 49, 18, 10, 2, 2, -7, -1, 
-9, -5, 30, 3, -1, -3, -8, -1, 
6, 1, -13, 1, -1, -1, 1, 4, 
-4, -6, 23, 2, -2, -1, -1, 0, 
0, 9, 24, 3, -1, -2, -1, -3, 
-3, -9, -38, 4, 0, 0, -4, -1, 
0, 2, 19, 73, 0, -2, -6, -2, 
-2, 2, 3, -10, -1, -2, -4, 1, 
1, 3, -2, -22, 1, 0, 1, 15, 
0, 4, 41, 1, 1, 0, -6, -8, 
2, -1, 11, 3, 1, 0, 0, 4, 
-1, 0, -17, -2, -1, -2, -8, 0, 
0, 0, 0, 2, 0, -3, -5, 0, 
-16, 0, -12, 22, 0, 0, 8, -3, 
5, 1, 11, 6, 0, 0, -3, 1, 
18, 1, -1, -22, 0, 2, 0, -3, 
19, 4, 8, -15, -3, -1, 9, -2, 
-9, -3, 2, -3, -2, 0, 5, -2, 
-3, -2, 30, 2, 1, 0, 0, 1, 
2, 0, -33, -7, -1, -3, -13, -4, 
-5, -7, -43, -37, -6, -7, -14, -9, 
6, 4, 29, 6, 0, -2, -2, 7, 
2, -4, 11, -2, -1, -2, 6, 0, 
-2, 15, 11, 6, 0, -2, 7, -3, 
-18, 34, -7, 3, -1, 1, 0, -12, 
3, -40, -43, -4, 1, 1, 12, 8, 
4, 9, 6, 3, -2, -1, 7, 4, 
-8, 6, 23, 7, 0, 0, 0, -9, 
5, 4, -12, -3, 0, -1, 0, 8, 
6, 15, 21, 6, 1, 1, 0, -3, 
-9, 2, -28, 0, 0, -1, 0, 2, 
-14, -3, -1, -16, -4, -3, 4, 7, 
-7, 35, -2, 14, -1, -4, -8, -6, 
-7, -7, -9, -1, -2, -3, -15, 8, 
-3, -15, -42, -4, 0, 1, 1, 7, 
1, 42, -4, -3, 0, 1, -3, 0, 
-5, 11, 24, -9, -1, -2, -10, 2, 
-2, -20, -16, -2, -3, -5, -4, -3, 
8, -20, 4, -3, -4, -2, 2, 3, 
-3, -3, -40, -11, 0, -4, 1, -2, 
5, 22, -31, -2, 1, 5, 16, -4, 
3, -1, 3, 0, 0, 1, 5, -5, 
-1, -4, -23, -3, -3, -3, -12, -5, 
-4, 3, -20, -5, -3, -2, -1, -5, 
11, -19, -16, -3, -1, -2, 13, 1, 
1, -3, -31, -13, 1, -1, -9, 2, 
9, -33, -26, -11, -2, 1, -15, 4, 
-7, -9, 10, 1, 2, 1, -1, -14, 
1, 6, -4, 5, 1, -2, 1, 4, 
5, 25, 11, -7, -2, -4, -3, 2, 
-4, 16, -26, -8, -3, -1, -5, 1, 
-6, -7, -3, 2, 0, -2, -8, 2, 
2, -2, 9, 3, 1, 5, 6, 3, 
1, -2, -24, -18, -1, 0, 2, 0, 
2, 14, 1, 1, 1, -3, -2, 4, 
0, 0, 27, 4, -2, -3, -7, 0, 
4, 92, 17, 3, 0, -1, -5, -4, 
13, -2, -11, -3, -1, 3, 7, 0, 
-5, -4, -6, -2, 0, -5, -7, -5, 
-22, 5, 11, -1, 0, 6, 21, -2, 
2, 2, -12, -6, -2, -4, 2, 5, 
