3,3,3,3,3,3,3,3,6,9,11,-5.31,-26.1,28.7
3,3,3,3,3,3,3,3,6,10,11,-5.74,-24.3,27.4
3,3,3,3,3,3,3,3,6,10,11,-8.14,-23.2,27.3
3,3,3,3,3,3,3,3,7,10,11,-10.7,-22.3,26.8
1,1,13,8,8,2,2,1,7,11,11,-13,-21,27.6
1,1,13,9,7,3,2,1,7,11,11,-14.2,-20.2,28.1
1,1,13,9,6,2,1,1,7,11,11,-15.9,-19.8,27.2
1,1,12,12,6,2,1,1,7,11,11,-16.2,-19,26.4
1,1,11,12,4,2,1,1,7,11,11,-18.2,-17.7,25.7
1,1,11,14,4,2,1,1,7,12,11,-18.9,-18,25.6
0,1,8,14,4,2,2,1,7,12,11,-19.9,-17.8,25.7
1,1,8,14,4,2,2,1,7,12,11,-20.1,-17.5,25.7
0,1,7,12,3,2,1,1,7,12,11,-21.5,-18.2,26.1
1,1,7,11,4,1,1,1,7,12,11,-22.7,-19,25.7
1,1,6,13,4,2,1,1,7,12,11,-23.9,-18.1,25.9
1,1,6,10,3,2,2,1,7,12,11,-23.2,-17.5,25.2
1,1,5,13,3,2,2,1,7,12,11,-23.5,-16.8,24.2
1,1,5,11,2,2,2,1,7,12,11,-23.5,-16.7,23.6
1,1,4,11,3,2,1,0,7,12,11,-22.7,-16.8,22.7
0,1,4,11,2,2,1,0,7,12,11,-20.1,-18,22.9
1,1,5,16,3,2,1,0,7,12,11,-19.1,-18,22.5
0,1,4,17,3,2,1,0,7,11,11,-18.3,-19.4,23.3
0,1,4,16,3,1,1,0,6,11,11,-14.8,-22.1,24.3
1,1,4,15,3,1,1,0,6,10,11,-12.7,-23.8,25.2
1,1,6,11,3,1,1,0,6,10,11,-8.91,-26.3,26.6
1,1,7,12,3,2,0,0,6,9,11,-4.75,-28.2,29.1
1,1,7,14,3,2,1,1,6,9,11,-3.65,-29.3,29.9
1,1,8,16,4,2,1,1,6,9,11,-0.391,-30.2,31.3
1,1,10,11,3,2,1,1,6,8,11,1.84,-30.3,31.9
1,1,13,10,3,2,1,1,6,8,11,2.7,-30.9,32.5
2,1,15,12,4,2,1,1,6,8,11,4.71,-29.2,31.9
2,2,20,12,4,2,1,1,6,8,11,6.45,-28.5,31.5
2,2,20,13,5,2,2,1,6,7,11,7.66,-26.5,30.6
2,3,20,12,5,3,2,1,6,7,11,8.36,-25.9,29
2,3,25,12,5,3,2,1,6,7,11,18.5,-30,40.8
5,11,24,10,4,3,2,2,6,7,11,-10.9,-26.3,17.4
5,11,21,10,4,3,2,1,6,7,11,4.67,-33.2,30.2
