-2, -31, -1, 1, 2, 0, 0, 3, 9, 5, 15, [L], r, -2, -31, -1, 1, 2, 0, 0, 3, 9, 5, 15, [L], r, 
14, -19, 5, 1, -2, 1, -1, -13, 9, 5, 15, [L], r, 14, -19, 5, 1, -2, 1, -1, -13, 9, 5, 15, [L], r, 
0, 24, 1, 1, -3, -2, -18, -3, 9, 4, 15, [L], r, 0, 24, 1, 1, -3, -2, -18, -3, 9, 4, 15, [L], r, 
1, -2, -12, -39, -37, -6, 0, 0, 10, 8, 4, [L], r, 1, -2, -12, -39, -37, -6, 0, 0, 10, 8, 4, [L], r, 
-7, 28, -1, -4, -3, -4, -7, 2, 9, 4, 15, [L], r, -7, 28, -1, -4, -3, -4, -7, 2, 9, 4, 15, [L], r, 
4, -31, -6, -4, -1, 1, -4, 3, 10, 8, 4, [L], r, 4, -31, -6, -4, -1, 1, -4, 3, 10, 8, 4, [L], r, 
-8, 41, -6, -4, -1, -1, -6, -8, 9, 4, 15, [L], r, -8, 41, -6, -4, -1, -1, -6, -8, 9, 4, 15, [L], r, 
14, -4, 9, 1, 0, 0, 2, 0, 10, 8, 4, [L], r, 14, -4, 9, 1, 0, 0, 2, 0, 10, 8, 4, [L], r, 
18, -5, 6, 1, 0, -1, -1, -4, 10, 8, 4, [L], r, 18, -5, 6, 1, 0, -1, -1, -4, 10, 8, 4, [L], r, 
-12, 5, -2, -5, -3, -2, -1, -2, 10, 8, 4, [L], r, -12, 5, -2, -5, -3, -2, -1, -2, 10, 8, 4, [L], r, 
-1, -1, 4, 36, -18, -1, -3, 1, 10, 8, 4, [L], r, -1, -1, 4, 36, -18, -1, -3, 1, 10, 8, 4, [L], r, 
-2, -2, 0, 72, -7, -1, 0, -3, 10, 8, 4, [L], r, -2, -2, 0, 72, -7, -1, 0, -3, 10, 8, 4, [L], r, 
1, 4, 10, -22, -10, 3, 3, 1, 10, 8, 4, [L], r, 1, 4, 10, -22, -10, 3, 3, 1, 10, 8, 4, [L], r, 
-3, -3, -8, -16, -33, -8, -4, -3, 10, 8, 4, [L], r, -3, -3, -8, -16, -33, -8, -4, -3, 10, 8, 4, [L], r, 
1, -1, 0, -76, -17, 0, -1, -1, 10, 8, 4, [L], r, 1, -1, 0, -76, -17, 0, -1, -1, 10, 8, 4, [L], r, 
0, -1, -3, 24, 5, -5, -2, -3, 10, 4, 14, [L], r, 0, -1, -3, 24, 5, -5, -2, -3, 10, 4, 14, [L], r, 
-3, -23, -10, 0, -5, -6, -11, -6, 10, 4, 14, [L], r, -3, -23, -10, 0, -5, -6, -11, -6, 10, 4, 14, [L], r, 
0, 0, -3, -29, -29, -6, -2, -1, 10, 8, 4, [L], r, 0, 0, -3, -29, -29, -6, -2, -1, 10, 8, 4, [L], r, 
-2, 11, 1, 0, 11, 2, 32, 9, 9, 4, 14, [L], r, -2, 11, 1, 0, 11, 2, 32, 9, 9, 4, 14, [L], r, 
