-11, -19, 2, 2, 1, 1, 3, -8, 9, 4, 14, [L], r, -11, -19, 2, 2, 1, 1, 3, -8, 9, 4, 14, [L], r, 
-26, 2, -2, -3, 0, -1, 2, -4, 9, 4, 14, [L], r, -26, 2, -2, -3, 0, -1, 2, -4, 9, 4, 14, [L], r, 
-3, -4, -4, 58, 10, -1, -3, -2, 9, 4, 14, [L], r, -3, -4, -4, 58, 10, -1, -3, -2, 9, 4, 14, [L], r, 
5, -18, 0, -2, 0, 0, -2, -2, 9, 5, 14, [L], r, 5, -18, 0, -2, 0, 0, -2, -2, 9, 5, 14, [L], r, 
1, 0, -5, -24, -1, -4, -2, -4, 10, 8, 4, [L], r, 1, 0, -5, -24, -1, -4, -2, -4, 10, 8, 4, [L], r, 
-1, -1, 0, -20, -23, 3, -2, -1, 10, 8, 4, [L], r, -1, -1, 0, -20, -23, 3, -2, -1, 10, 8, 4, [L], r, 
-19, -16, 0, -2, -2, -20, -43, -16, 10, 8, 4, [L], r, -19, -16, 0, -2, -2, -20, -43, -16, 10, 8, 4, [L], r, 
1, 6, 9, -73, -5, 6, 2, -1, 10, 8, 4, [L], r, 1, 6, 9, -73, -5, 6, 2, -1, 10, 8, 4, [L], r, 
1, -1, 4, 54, 11, 4, 7, -4, 9, 5, 14, [L], r, 1, -1, 4, 54, 11, 4, 7, -4, 9, 5, 14, [L], r, 
-2, -4, -10, -39, -10, -4, -5, -4, 10, 8, 4, [L], r, -2, -4, -10, -39, -10, -4, -5, -4, 10, 8, 4, [L], r, 
5, -26, 0, -3, -8, -5, -33, -1, 10, 8, 4, [L], r, 5, -26, 0, -3, -8, -5, -33, -1, 10, 8, 4, [L], r, 
-2, -1, 3, 23, 17, 5, 3, -2, 9, 5, 14, [L], r, -2, -1, 3, 23, 17, 5, 3, -2, 9, 5, 14, [L], r, 
0, -2, 0, 9, 9, 4, 12, -8, 9, 5, 14, [L], r, 0, -2, 0, 9, 9, 4, 12, -8, 9, 5, 14, [L], r, 
-1, -1, -1, -17, -16, -2, -1, 3, 10, 8, 4, [L], r, -1, -1, -1, -17, -16, -2, -1, 3, 10, 8, 4, [L], r, 
-1, -1, -2, -5, -6, -4, -2, 1, 10, 8, 4, [L], r, -1, -1, -2, -5, -6, -4, -2, 1, 10, 8, 4, [L], r, 
2, 6, 19, 50, 16, -3, 2, 1, 10, 8, 4, [L], r, 2, 6, 19, 50, 16, -3, 2, 1, 10, 8, 4, [L], r, 
-4, -10, -22, -82, -24, -6, -2, -3, 10, 8, 4, [L], r, -4, -10, -22, -82, -24, -6, -2, -3, 10, 8, 4, [L], r, 
8, 8, 0, -1, 8, -6, 2, 5, 9, 5, 14, [L], r, 8, 8, 0, -1, 8, -6, 2, 5, 9, 5, 14, [L], r, 
18, -11, 5, 1, -13, -3, -6, -4, 9, 5, 14, [L], r, 18, -11, 5, 1, -13, -3, -6, -4, 9, 5, 14, [L], r, 
-2, -22, -3, -5, -14, -8, -9, -5, 9, 5, 14, [L], r, -2, -22, -3, -5, -14, -8, -9, -5, 9, 5, 14, [L], r, 
15, 24, 2, -1, -3, 2, -1, -1, 9, 5, 14, [L], r, 15, 24, 2, -1, -3, 2, -1, -1, 9, 5, 14, [L], r, 
-1, -2, 0, 11, 23, 4, 3, -1, 10, 8, 4, [L], r, -1, -2, 0, 11, 23, 4, 3, -1, 10, 8, 4, [L], r, 
-2, 0, 3, 17, 18, -1, -3, -3, 9, 5, 14, [L], r, -2, 0, 3, 17, 18, -1, -3, -3, 9, 5, 14, [L], r, 
0, -1, -4, -26, -17, 1, 2, 0, 10, 8, 4, [L], r, 0, -1, -4, -26, -17, 1, 2, 0, 10, 8, 4, [L], r, 
-2, 1, 1, 13, 7, 0, -1, -3, 10, 8, 4, [L], r, -2, 1, 1, 13, 7, 0, -1, -3, 10, 8, 4, [L], r, 
0, -24, 0, -3, 2, 2, 1, 4, 10, 8, 4, [L], r, 0, -24, 0, -3, 2, 2, 1, 4, 10, 8, 4, [L], r, 
-13, 1, -2, -1, 24, 2, -3, -4, 10, 8, 4, [L], r, -13, 1, -2, -1, 24, 2, -3, -4, 10, 8, 4, [L], r, 
2, 0, -1, 3, 9, 1, -3, 0, 10, 8, 4, [L], r, 2, 0, -1, 3, 9, 1, -3, 0, 10, 8, 4, [L], r, 
-1, -3, -5, -19, 30, 3, 0, 2, 10, 8, 4, [L], r, -1, -3, -5, -19, 30, 3, 0, 2, 10, 8, 4, [L], r, 
-2, -3, -4, 8, 0, -2, -2, -1, 9, 5, 14, [L], r, -2, -3, -4, 8, 0, -2, -2, -1, 9, 5, 14, [L], r, 
0, 4, 6, -2, -3, -3, -3, -3, 10, 8, 4, [L], r, 0, 4, 6, -2, -3, -3, -3, -3, 10, 8, 4, [L], r, 
-3, -2, -1, -1, -1, -1, 0, 1, 9, 5, 14, [L], r, -3, -2, -1, -1, -1, -1, 0, 1, 9, 5, 14, [L], r, 
3, -19, -3, -4, -1, 0, -7, -11, 9, 5, 14, [L], r, 3, -19, -3, -4, -1, 0, -7, -11, 9, 5, 14, [L], r, 
-1, -32, -1, 0, 3, 0, 3, 5, 9, 5, 14, [L], r, -1, -32, -1, 0, 3, 0, 3, 5, 9, 5, 14, [L], r, 
-1, -1, -2, -3, -8, 0, -2, 1, 9, 5, 14, [L], r, -1, -1, -2, -3, -8, 0, -2, 1, 9, 5, 14, [L], r, 
26, -22, 3, -1, 1, 3, 3, 1, 10, 8, 4, [L], r, 26, -22, 3, -1, 1, 3, 3, 1, 10, 8, 4, [L], r, 
1, 0, -2, -33, -19, 0, 1, 0, 9, 5, 14, [L], r, 1, 0, -2, -33, -19, 0, 1, 0, 9, 5, 14, [L], r, 
2, 0, 2, 14, 18, 0, 2, 1, 9, 5, 14, [L], r, 2, 0, 2, 14, 18, 0, 2, 1, 9, 5, 14, [L], r, 
7, -7, 0, 1, 2, 1, -2, -1, 9, 5, 14, [L], r, 7, -7, 0, 1, 2, 1, -2, -1, 9, 5, 14, [L], r, 
-11, -38, -6, -3, -2, -3, -7, 0, 10, 8, 4, [L], r, -11, -38, -6, -3, -2, -3, -7, 0, 10, 8, 4, [L], r, 
-3, 8, -2, -3, -3, -1, -1, -5, 9, 5, 14, [L], r, -3, 8, -2, -3, -3, -1, -1, -5, 9, 5, 14, [L], r, 
-6, 25, 10, 0, -2, 0, -2, -3, 9, 5, 14, [L], r, -6, 25, 10, 0, -2, 0, -2, -3, 9, 5, 14, [L], r, 
15, -3, -4, 1, -2, 0, 0, -5, 10, 8, 4, [L], r, 15, -3, -4, 1, -2, 0, 0, -5, 10, 8, 4, [L], r, 
