0, 5, 3, -10, 0, -1, 1, 0, 6, 8, 8, testing, 0, 0, -858993460 
2, 1, -2, -6, 0, 0, 0, -2, 6, 8, 8, testing, 0, 0, -858993460 
0, 17, 1, -2, -4, -1, -1, -2, 6, 8, 8, testing, 0, 0, -858993460 
0, 2, -4, 4, -1, -1, -1, 1, 6, 8, 8, testing, 0, 0, -858993460 
-5, -5, 6, 9, -2, -1, -1, -2, 6, 8, 8, testing, 0, 0, -858993460 
-3, -4, 23, 0, -1, -1, -2, -1, 6, 8, 8, testing, 0, 0, -858993460 
1, -2, -3, -5, -1, -2, -1, 0, 6, 8, 8, testing, 0, 0, -858993460 
0, 4, -11, 6, 0, -1, 0, 0, 6, 8, 8, testing, 0, 0, -858993460 
0, 0, -1, 0, -2, -1, -1, -2, 6, 8, 8, testing, 0, 0, -858993460 
0, -3, -2, 3, -1, 0, -1, -1, 6, 8, 8, testing, 0, 0, -858993460 
-4, 1, -1, -32, -1, -1, -1, -1, 6, 8, 8, testing, 0, 0, -858993460 
1, -3, -4, 4, -1, -1, -2, -1, 6, 8, 8, testing, 0, 0, -858993460 
-1, -4, -2, -3, -2, -2, 0, -1, 6, 8, 8, testing, 0, 0, -858993460 
2, 8, 7, 3, 2, 1, 1, 0, 6, 8, 8, testing, 0, 0, -858993460 
1, -2, 3, 7, 1, 1, 0, 0, 6, 8, 8, testing, 0, 0, -858993460 
-2, 2, -3, -19, -2, -2, 1, 1, 6, 8, 8, testing, 0, 0, -858993460 
-2, -4, 3, 10, 2, 2, -1, -1, 6, 8, 8, testing, 0, 0, -858993460 
-1, -20, -5, 7, 13, 3, -1, 0, 6, 8, 8, testing, 0, 0, -858993460 
1, -6, -22, 21, -3, -2, -1, 0, 6, 8, 8, testing, 0, 0, -858993460 
2, 16, -20, -4, 1, 1, 1, 2, 6, 8, 8, testing, 0, 0, -858993460 
-1, -12, 2, 2, -4, -3, -3, -2, 6, 8, 8, testing, 0, 0, -858993460 
1, 5, 4, 6, -2, 0, 0, 0, 6, 8, 8, testing, 0, 0, -858993460 
0, -5, -9, -15, -7, -2, -1, 0, 6, 8, 8, testing, 0, 0, -858993460 
-1, 10, 11, -12, -3, -3, 0, 1, 6, 8, 8, testing, 0, 0, -858993460 
20, -13, 18, 38, 0, 0, -4, -1, 6, 8, 8, testing, 0, 0, -858993460 
46, 43, -4, -24, -1, -3, -6, -9, 6, 8, 8, testing, 0, 0, -858993460 
-9, -36, -20, 15, -4, -2, 8, -9, 6, 8, 8, testing, 0, 0, -858993460 
25, 6, 2, -6, -8, 0, -2, 3, 6, 8, 8, testing, 0, 0, -858993460 
-1, 7, -10, -20, -12, -4, -9, -5, 6, 8, 8, testing, 0, 0, -858993460 
45, 14, 5, -1, 7, 1, 11, 11, 6, 8, 8, testing, 0, 0, -858993460 
25, -17, 13, 8, -1, 0, 7, -12, 6, 8, 8, testing, 0, 0, -858993460 
13, 9, 12, -21, 8, -1, 25, -5, 6, 7, 8, testing, 0, 0, -858993460 
1, 3, 22, -3, -5, -3, 12, 3, 6, 7, 8, testing, 0, 0, -858993460 
32, -35, -2, 5, -17, -8, -31, 20, 6, 7, 8, testing, 0, 0, -858993460 
1, -35, -1, -9, -8, -6, 3, 4, 6, 7, 8, testing, 0, 0, -858993460 
-6, -27, -38, -11, 8, -3, -21, -8, 6, 7, 8, testing, 0, 0, -858993460 
-27, -32, 2, -7, -4, -2, -25, -9, 6, 7, 8, testing, 0, 0, -858993460 
-6, 21, 56, 20, 6, -3, -26, -33, 6, 7, 8, testing, 0, 0, -858993460 
-37, 40, -21, -10, -4, -3, 12, 2, 6, 7, 8, testing, 0, 0, -858993460 
10, -29, 59, 6, -2, 4, 4, -56, 6, 7, 8, testing, 0, 0, -858993460 
70, -4, -15, -4, -4, -4, 10, 27, 6, 8, 8, testing, 0, 0, -858993460 
34, 13, -6, -6, -1, 10, 14, 29, 6, 8, 8, testing, 0, 0, -858993460 
3, -8, 43, -4, -3, -3, 7, 23, 6, 8, 8, testing, 0, 0, -858993460 
72, -71, -70, -12, 5, 3, -51, -21, 6, 8, 8, testing, 0, 0, -858993460 
-65, -47, -19, -13, -5, -12, 12, -20, 7, 8, 8, testing, 0, 0, -858993460 
-121, -95, 59, -4, -7, -5, -58, -67, 6, 8, 8, testing, 0, 0, -858993460 
92, -2, 3, 27, 14, -3, -8, 5, 6, 8, 8, testing, 0, 0, -858993460 
-47, 80, 77, 4, 1, 8, 33, 16, 6, 8, 8, testing, 0, 0, -858993460 
-52, -64, 61, -17, -9, 0, 17, 15, 6, 8, 8, testing, 0, 0, -858993460 
-58, -1, 16, 16, 10, 13, 29, 29, 6, 8, 8, testing, 0, 0, -858993460 
35, 17, 19, 16, 7, 1, -7, -25, 6, 8, 8, testing, 0, 0, -858993460 
21, 59, -19, 2, 6, -2, 19, -15, 6, 8, 8, testing, 0, 0, -858993460 
21, 23, 55, 49, -4, 1, 18, 5, 6, 8, 8, testing, 0, 0, -858993460 
3, 8, 19, 4, 0, -7, 1, 31, 6, 8, 8, testing, 0, 0, -858993460 
-4, -24, -2, -17, -17, -9, -19, -23, 6, 8, 8, testing, 0, 0, -858993460 
6, 34, 30, 67, 20, 33, 24, 19, 6, 7, 8, testing, 0, 0, -858993460 
-22, -9, -28, -1, -4, -8, -14, -29, 6, 7, 8, testing, 0, 0, -858993460 
-19, -61, 26, -42, -9, -6, -15, 1, 6, 7, 8, testing, 0, 0, -858993460 
7, 1, 16, 26, 0, -3, -13, -2, 6, 7, 8, testing, 0, 0, -858993460 
-10, 17, -84, 11, -12, 6, 18, 2, 6, 7, 8, testing, 0, 0, -858993460 
3, 9, -37, -20, -6, 1, -11, -9, 6, 7, 8, testing, 0, 0, -858993460 
-15, -80, -23, -5, -11, 8, 5, -12, 6, 7, 8, testing, 0, 0, -858993460 
-6, -41, -26, 25, 0, 9, 4, -7, 6, 7, 8, testing, 0, 0, -858993460 
3, -18, 1, -7, -4, -7, -11, -6, 6, 7, 8, testing, 0, 0, -858993460 
-1, -4, 31, -40, -9, -13, -17, -2, 6, 7, 8, testing, 0, 0, -858993460 
-8, -10, 92, 23, 2, -8, -8, -5, 6, 7, 8, testing, 0, 0, -858993460 
25, 13, -39, 0, -5, -3, 5, -37, 6, 7, 8, testing, 0, 0, -858993460 
-32, -45, -5, -28, -26, -9, -9, -23, 6, 7, 8, testing, 0, 0, -858993460 
-57, -82, 55, 89, -2, -11, -10, 12, 6, 7, 8, testing, 0, 0, -858993460 
31, 20, 110, -36, -7, -7, -3, 13, 6, 7, 8, testing, 0, 0, -858993460 
9, -7, -57, -26, -4, 10, -1, -19, 6, 7, 8, testing, 0, 0, -858993460 
-23, -24, 6, 4, -5, 3, -7, 1, 6, 7, 8, testing, 0, 0, -858993460 
-49, 27, 60, 33, -2, 2, -17, -22, 7, 7, 8, testing, 0, 0, -858993460 
8, 18, 30, -69, -7, -6, -18, -11, 7, 7, 8, testing, 0, 0, -858993460 
-52, 7, -14, 72, 5, -17, -39, -96, 7, 7, 8, testing, 0, 0, -858993460 
23, 65, -57, 23, 21, 11, 51, -30, 7, 7, 8, testing, 0, 0, -858993460 
-14, -6, 14, -22, -16, -2, 27, 37, 7, 7, 8, testing, 0, 0, -858993460 
3, 2, 33, 33, 16, -3, -7, 24, 7, 7, 8, testing, 0, 0, -858993460 
9, -22, 44, 30, -2, 18, 14, 45, 7, 7, 8, testing, 0, 0, -858993460 
24, -16, 56, 25, 11, 7, 11, 96, 7, 7, 8, testing, 0, 0, -858993460 
4, -48, -96, -94, -4, -9, 12, 1, 7, 7, 8, testing, 0, 0, -858993460 
-74, 15, 81, 15, 1, 3, 14, -14, 7, 7, 8, testing, 0, 0, -858993460 
-66, 5, 15, 20, -14, -28, 9, -26, 7, 7, 8, testing, 0, 0, -858993460 
37, -47, -60, -60, -11, -9, -8, 16, 7, 7, 8, testing, 0, 0, -858993460 
-25, -3, -14, 3, 7, -4, -23, 20, 7, 7, 8, testing, 0, 0, -858993460 
-3, 13, -43, -13, 3, 0, 9, -11, 7, 7, 8, testing, 0, 0, -858993460 
3, -1, -2, 7, 7, -4, -11, -5, 6, 7, 8, testing, 0, 0, -858993460 
-21, -16, 3, 0, -7, -6, 8, -32, 6, 7, 8, testing, 0, 0, -858993460 
10, 32, 22, -5, -4, 2, -7, 16, 6, 7, 8, testing, 0, 0, -858993460 
-1, -24, -21, -10, -4, 0, 0, -4, 6, 7, 8, testing, 0, 0, -858993460 
7, -12, -14, 6, -1, -1, 27, 21, 6, 7, 8, testing, 0, 0, -858993460 
1, -3, 9, 10, 0, 1, 1, -6, 6, 7, 8, testing, 0, 0, -858993460 
-6, -26, 1, 26, 2, -6, -20, -5, 6, 7, 8, testing, 0, 0, -858993460 
1, -15, 3, 26, -2, -4, -7, -2, 6, 7, 8, testing, 0, 0, -858993460 
-1, -32, 17, -18, -3, 4, -7, -10, 6, 7, 8, testing, 0, 0, -858993460 
21, 23, 55, -1, -10, -7, -19, -4, 6, 7, 8, testing, 0, 0, -858993460 
18, -16, -31, -27, -4, -4, -19, 0, 6, 7, 8, testing, 0, 0, -858993460 
16, -21, -12, 20, 9, 2, 5, -6, 6, 7, 8, testing, 0, 0, -858993460 
15, 21, -20, -23, 11, -1, 8, 17, 6, 7, 8, testing, 0, 0, -858993460 
8, -5, 5, 8, -5, -4, -14, 2, 6, 7, 8, testing, 0, 0, -858993460 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, SPACE
