-28, 5, -35, -14, -5, -8, -14, -12, 7, 8, 10, testing, 0, 0, -858993460 
-5, -28, -1, -7, -3, -5, -5, -3, 7, 8, 10, testing, 0, 0, -858993460 
0, 6, 48, -21, 8, 0, 1, 0, 7, 8, 10, testing, 0, 0, -858993460 
-2, -2, 13, 6, 16, 3, -1, 1, 7, 8, 10, testing, 0, 0, -858993460 
-5, -15, 21, 4, -9, -4, -3, -3, 7, 8, 10, testing, 0, 0, -858993460 
-3, -4, -23, -20, -4, -1, -1, 0, 7, 8, 9, testing, 0, 0, -858993460 
-2, -7, -71, -15, -5, -2, -2, -3, 7, 8, 9, testing, 0, 0, -858993460 
-1, 0, 9, -8, 14, 3, 1, -2, 7, 8, 9, testing, 0, 0, -858993460 
-1, -18, -20, -43, -6, 0, -3, -2, 7, 8, 9, testing, 0, 0, -858993460 
-31, -10, -15, -11, 23, 3, -2, -12, 7, 8, 9, testing, 0, 0, -858993460 
74, 79, 21, 57, 18, 8, 13, 30, 7, 8, 9, testing, 0, -1, -858993460 
5, -25, 2, 3, -14, -9, -3, -2, 6, 8, 9, testing, 0, -1, -858993460 
-17, -60, -1, 7, -13, -7, 1, 0, 6, 10, 9, testing, 0, 0, -858993460 
11, -23, -3, 1, -5, -4, -2, -6, 6, 12, 9, testing, 0, 0, -858993460 
-27, 17, 12, 26, 2, -2, -3, 1, 7, 13, 9, testing, 0, 0, -858993460 
-6, -18, -16, 1, -1, -2, 2, 0, 7, 13, 10, testing, 0, 0, -858993460 
-1, -12, 0, 10, 14, 0, -17, -9, 7, 13, 10, testing, 0, 0, -858993460 
-5, 12, 0, -5, 14, -20, -14, 31, 7, 12, 10, testing, 0, 0, -858993460 
-10, 2, 11, -4, 21, 9, 21, -10, 6, 9, 9, testing, 0, -1, -858993460 
2, -32, -2, -19, -23, -2, -2, -4, 6, 8, 9, testing, 0, -2, -858993460 
-4, -4, 6, -2, 3, 1, 2, -3, 6, 8, 9, testing, 0, -1, -858993460 
-8, 9, 7, -12, -10, -5, 1, -2, 7, 9, 9, testing, 0, -1, -858993460 
4, -47, -23, -15, -3, -3, 21, -5, 7, 11, 8, testing, 0, -1, -858993460 
-6, -8, 7, -4, -8, -3, 9, 0, 7, 13, 8, testing, 0, 0, -858993460 
-5, -23, -33, -9, -13, -5, -13, -2, 7, 13, 9, testing, 0, 0, -858993460 
-2, 50, 12, 35, 14, 0, -1, -2, 7, 14, 9, testing, 0, 0, -858993460 
2, -9, 3, -16, -17, -4, -2, 0, 8, 13, 10, testing, 0, 0, -858993460 
4, -8, 4, -4, 2, 0, -6, 5, 8, 12, 11, testing, 0, 0, -858993460 
-4, -1, -9, -15, -15, -5, -2, -2, 7, 10, 11, testing, 0, 0, -858993460 
-1, -2, -6, 18, -10, -1, 0, 0, 7, 9, 11, testing, 0, -1, -858993460 
5, 1, 12, 53, -8, -12, -9, -2, 7, 9, 11, testing, 0, -1, -858993460 
6, 4, -4, -25, -8, -2, 0, 1, 7, 9, 10, testing, 0, 0, -858993460 
-2, -13, -3, -2, -1, -5, -6, -3, 7, 9, 10, testing, 0, -1, -858993460 
-5, -4, 2, -5, 15, 3, 9, 1, 7, 11, 10, testing, 0, -1, -858993460 
-5, -11, 0, -13, -20, 0, -3, -3, 7, 11, 10, testing, 0, 0, -858993460 
3, 11, -18, -37, 38, 8, 6, -1, 7, 13, 10, testing, 0, 0, -858993460 
-3, -12, 1, 13, -14, -5, -4, -2, 8, 14, 10, testing, 0, 0, -858993460 
-3, -6, -10, -69, -11, -1, -1, -1, 9, 15, 11, testing, 0, 0, -858993460 
-13, -4, 3, 33, 8, 2, 0, -2, 10, 16, 12, testing, 0, 0, -858993460 
-2, 8, 3, -1, 1, 1, 1, 1, 12, 16, 13, testing, 0, 0, -858993460 
16, 109, 32, 8, 10, 8, 10, 11, 15, 17, 17, testing, 0, 0, -858993460 
3, 9, 7, -12, 0, 1, 1, -5, 4, 17, 5, testing, 0, 0, -858993460 
8, 12, -4, 3, -20, -3, -3, 13, 6, 16, 7, testing, 0, 0, -858993460 
-23, 5, 14, -28, -37, -9, 0, 0, 9, 11, 8, testing, 0, 0, -858993460 
8, -1, 16, 36, 2, 0, 3, -3, 10, 8, 8, testing, 0, 0, -858993460 
11, -9, -14, 37, 11, -6, 3, 2, 10, 7, 8, testing, 0, 0, -858993460 
2, 9, 3, 6, -8, -3, -1, 2, 10, 6, 9, testing, 0, 0, -858993460 
-2, 7, 5, 0, -18, -2, 2, -3, 9, 6, 9, testing, 0, 0, -858993460 
-8, -5, 2, -6, 2, 0, -1, -1, 9, 6, 10, testing, 0, 0, -858993460 
