1,3,5,8,2,1,1,1,7,10,16,-5.12,-16.4,29.2
1,3,6,8,2,1,1,1,7,10,16,-7.54,-16.2,28.8
1,3,6,8,2,1,1,1,7,10,16,-9.34,-16.3,28.3
1,3,6,8,2,1,1,1,7,10,16,-9.73,-16.7,28.3
1,2,8,8,2,1,1,1,7,10,16,-9.41,-16.1,29.5
1,1,7,8,1,1,1,1,7,10,16,-9.82,-14.7,31
1,1,14,7,1,1,1,1,7,10,16,-8.24,-15.1,33.4
1,1,23,4,1,1,1,2,7,9,17,-6.84,-13,35.9
1,2,29,4,2,1,1,2,7,9,17,-4.02,-11.7,39.2
1,3,28,6,2,1,2,3,8,9,17,-1.6,-10.9,43.2
1,3,27,7,2,2,2,3,8,8,17,0.0586,-8.79,45.8
1,3,29,7,2,2,2,2,7,8,17,2.44,-12.7,46.7
2,4,28,8,2,2,3,3,7,8,17,4.47,-12.7,46.1
2,4,31,7,2,2,3,4,7,8,17,4.65,-13.7,44.4
2,4,29,6,3,3,2,5,7,8,17,4.55,-14.6,42.1
1,5,23,7,2,3,2,4,7,8,17,4.43,-15.3,40.2
1,7,19,8,2,3,2,4,7,8,17,4.16,-15.3,39.5
1,6,20,6,2,3,2,3,7,8,17,5.12,-18.1,41.1
2,6,30,7,2,3,2,3,7,8,17,3.03,-16.1,39.3
2,6,30,6,3,3,2,4,7,8,17,3.01,-17.1,38.3
3,7,33,6,2,3,1,4,7,8,17,3.71,-17.3,37.7
3,8,36,7,2,3,1,5,7,8,17,2.85,-17.9,38.5
3,8,30,9,2,3,1,4,7,8,17,1.97,-17.9,38.5
4,8,31,8,2,3,2,5,7,8,17,1.78,-18.5,38.2
4,6,31,7,2,2,1,6,7,8,17,1.89,-19,38.1
4,6,33,7,1,2,1,6,7,8,17,2.05,-18.9,37.6
4,6,28,7,1,1,1,7,7,8,17,1.78,-19.4,37.9
3,6,29,7,1,1,1,6,7,8,17,1.33,-18.4,38.1
3,6,24,7,1,1,1,5,7,8,17,0.547,-18,38.9
2,6,24,6,1,1,1,4,7,8,17,0.234,-18.4,38.8
2,6,23,5,2,1,1,3,7,8,17,0.43,-17.9,39.1
2,5,22,4,2,1,1,2,7,8,17,0.313,-17.1,39.3
2,6,22,6,3,1,2,2,7,8,17,0.762,-18.6,40.2
2,5,19,6,2,2,1,1,7,8,17,1.05,-20.6,39.4
1,5,15,8,2,2,2,1,7,8,17,0.938,-23.8,37.3
1,5,13,7,4,2,1,1,7,8,0,1.93,-28.8,36.7
1,4,12,9,5,2,2,1,7,8,0,-5.16,-28.2,34.1
2,3,7,10,6,2,2,1,7,9,0,-7.13,-30.5,36.1
