1, -21, 2, 1, 5, -1, -8, 5, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
0, 67, -26, 8, 8, 9, 4, 0, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
-1, 4, 11, 13, -12, -8, -1, 2, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
-5, -13, 22, -3, -4, -5, -2, 2, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
2, -9, 27, 12, -9, -6, -3, 5, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
-10, -20, -7, -24, 24, -25, -13, -20, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
15, 28, -23, -17, -14, -26, -5, 1, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
-9, 27, -10, -19, -43, -12, -12, -17, 7, 8, 11, testing, 0.0991211, -0.554199, 0.919434 
-14, -27, -26, 45, -15, -6, 0, -4, 8, 9, 12, testing, 0.865723, -0.547852, 1.94189 
-6, 10, -14, -38, -33, -2, -2, -3, 8, 8, 12, testing, 1.60449, -0.552246, 2.49414 
-1, -10, 9, 26, 33, 2, -8, -6, 8, 7, 12, testing, 1.51953, 0.171387, 1.62061 
0, -7, -3, -90, 19, 3, -6, -6, 7, 8, 12, testing, 0.704102, -0.439941, 0.80127 
-6, -21, -3, 22, -5, -2, 0, 0, 7, 9, 11, testing, -0.226563, -0.723633, 0.295898 
0, -14, 13, 25, 2, -8, -5, -2, 7, 10, 10, testing, -0.277344, -0.552734, 0.172852 
-4, 81, 37, 42, -3, 4, 8, 8, 6, 10, 9, testing, -0.172363, -0.701172, 0.177734 
5, -10, -7, 9, 12, 9, 0, 1, 5, 9, 8, testing, -0.483887, -1.28467, 0.324707 
-7, 3, 11, -13, -8, -1, -4, 0, 5, 8, 7, testing, 0.396973, -1.33154, -0.324707 
-13, -8, 3, 2, 12, -14, -9, -9, 5, 8, 7, testing, 0.322754, -0.625977, -0.219238 
-9, 2, 9, 62, 69, 11, 10, -1, 5, 8, 7, testing, 0.0541992, -1.37109, 0.223145 
-6, -6, 11, -8, 10, 4, -1, 1, 6, 8, 8, testing, 0.0981445, -1.21484, 0.123535 
-14, 43, -36, -30, -34, -3, -7, -12, 7, 8, 9, testing, -0.148926, -0.777344, 0.168945 
16, -16, -1, -1, 15, -12, -2, -2, 7, 8, 10, testing, -0.285156, -0.505859, 0.23877 
-12, -21, 50, 24, 68, 18, 8, -1, 8, 7, 11, testing, -0.13916, -0.360352, 0.45166 
5, 4, 14, -19, -2, 6, 11, 1, 7, 7, 11, testing, 0.138672, -0.347168, 0.477539 
-3, 6, -15, 9, -26, -15, -7, -3, 7, 6, 12, testing, 1.06396, -0.520996, 0.766113 
8, 4, 19, 4, 13, 10, 4, 3, 7, 6, 12, testing, 1.06396, -0.520996, 0.766113 
-2, -4, -21, -77, -4, -2, 0, -3, 7, 6, 12, testing, 1.06396, -0.520996, 0.766113 
-2, 7, 23, -51, -6, -1, -2, -2, 7, 6, 12, testing, 1.06396, -0.520996, 0.766113 
-2, -4, -28, -11, 6, 2, 2, 0, 7, 6, 12, testing, 1.06396, -0.520996, 0.766113 
-3, 0, 27, -16, -17, -12, -7, -5, 7, 6, 12, testing, 1.06396, -0.520996, 0.766113 
1, 25, 24, 77, 2, -17, -11, -1, 8, 12, 12, testing, 0.313965, -0.486816, 0.40625 
3, -17, -6, -13, 0, 1, 3, 4, 8, 14, 11, testing, 0.0693359, -0.308105, -0.188477 
4, -4, -21, 11, 6, 5, 8, -4, 7, 15, 11, testing, -0.203613, -0.00292969, -0.381348 
11, -2, -39, -56, -4, -1, -3, -21, 6, 16, 9, testing, -0.398926, 0.0908203, -0.554688 
38, 20, 95, 65, 3, -4, -13, 28, 3, 16, 6, testing, -0.774902, -0.153809, -0.36377 
13, -21, -26, -13, -11, -5, -19, -3, 3, 16, 6, testing, -1.11621, -0.209961, -0.185059 
-20, 39, 23, 18, 10, 5, 10, 48, 6, 15, 9, testing, -1.51416, -0.323242, -0.0551758 
-10, -44, -47, -2, -13, -12, 6, 13, 7, 14, 10, testing, -1.07031, -0.597168, -0.16748 
25, 48, -22, 24, 13, 11, 12, 4, 7, 11, 11, testing, -0.286133, -0.39502, 0.372559 
10, -16, -29, -16, 0, -4, 5, 12, 8, 10, 11, testing, -0.0922852, -0.61084, 0.865234 
-3, 6, -11, -1, 2, -8, -10, 15, 8, 8, 12, testing, 0.388184, -0.490723, 1.09863 
-7, 8, -4, -33, -18, -5, -7, -10, 8, 8, 12, testing, 0.618652, -0.489258, 0.988281 
2, 3, -23, -15, -2, 2, 5, 12, 8, 8, 13, testing, 1.32568, -0.00439453, 1.11914 
7, 6, -18, -8, 4, 14, 12, 18, 8, 8, 13, testing, 2.03906, 0.529297, 1.06641 
-1, -6, 14, -40, 48, 5, -2, 3, 8, 8, 13, testing, 1.8291, 0.244141, 0.971191 
-2, -4, -14, -8, -43, -4, -3, -2, 8, 8, 12, testing, 1.27637, -0.240723, 0.819824 
-3, 7, 0, 28, 9, 4, 1, 1, 7, 7, 11, testing, 0.785645, -0.674316, 0.805664 
-7, -9, 27, -14, -35, -12, -6, -5, 7, 7, 10, testing, 0.230957, -0.797363, 0.793457 
10, -2, 29, -10, 1, -1, -7, 3, 7, 8, 9, testing, -0.362305, -0.907715, 0.854004 
0, 3, 62, 23, 2, -2, 2, -6, 7, 8, 8, testing, -0.0463867, -0.89502, 0.606934 
21, 0, -16, -2, 4, 4, 10, 8, 6, 8, 7, testing, 0.335449, -1.2627, 0.351563 
-5, -8, -43, -13, 2, 3, -1, -6, 5, 8, 7, testing, 0.319336, -1.28906, 0.231934 
1, -11, 46, -18, -63, -86, -20, -7, 5, 9, 7, testing, 0.0688477, -1.0083, -0.156738 
1, 10, 16, 19, 26, -9, 13, -2, 5, 10, 7, testing, 0.123047, -1.41016, -0.137207 
6, 50, -6, 8, 16, 5, 12, 1, 5, 12, 7, testing, -0.112305, -0.888672, 0.164063 
-2, -38, -12, 7, 11, -13, 1, 3, 5, 13, 8, testing, -0.443848, -0.476074, 0.250488 
18, 37, -29, -5, -2, 2, 16, 14, 6, 14, 9, testing, -0.479492, -0.0644531, 0.301758 
1, 58, -12, -33, -8, 0, 1, 0, 8, 14, 10, testing, -0.600098, 0.395508, 0.361328 
-2, -17, 40, 18, 1, -3, -6, -5, 8, 13, 11, testing, 0.259766, 0.839844, 0.262695 
0, -7, 48, 39, 20, -5, -5, -3, 8, 10, 11, testing, 0.888184, 0.737305, 0.416016 
0, -9, -36, 2, 11, 8, 5, 1, 8, 10, 11, testing, 0.975098, 0.526855, 0.541504 
-7, -1, 13, -24, 3, -1, -18, -10, 8, 9, 10, testing, 0.533691, -0.0717773, 1.01221 
-1, -6, 14, -6, -3, 1, 6, -3, 7, 9, 9, testing, 0.574219, -0.59668, 0.931641 
-7, 4, -6, -33, -10, -6, 4, -3, 6, 8, 8, testing, 0.172363, -1.60547, 0.660156 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, SPACE
